document_index,document,topic,probability
23,I would say the methods and key findings are definitely more clearer now. It is easier to understand when I read about them instead of listening to the presentation. I still have questions about the different variables and why they chose what they did.,topic_0,0.484001631828399
24,Some components of the experiment that are clearer to me now are that the purpose of this experiment was to replicate partial results from the Cleveland and McGill experiment. Something that became clearer to me was that they wanted to compare the accuracy of a 3D chart to a 2D chart. Also the charts seems a little more clearer and what they were trying to do with the charts.  A question that I have for the experimenter is why is the accuracy of data for 3D chart worse?,topic_0,0.034814651156095146
25,"A component that is more clear now is the way that they took the study from Cleveland and McGill and how they modified that to form the study that we participated in. Also, the reasoning behind doing the study and what they were trying to discover from the study is also more clear. Some questions that I have for the experimenter could be asking them what they plan to do with the results of this study, how they will be applied, and what research they'd like to do in the future on this topic.",topic_0,1.0
26,"It is more clear the purpose of the experiment. Seeing how measuring 2D compares to 3D. Also finding out more about how using the different design graphics can alter peoples opinions of measurements. I also did not know how the responses we gave were going to be measured until now. Given it is spring of 2024 and in stat 218 for their future paragraph, isn't that outdated as it seems to already be implemented as a study for the class? When will the repository be published?",topic_0,0.03226960665175025
27,"It is now far more clear why we were asked to participate in the experiment. I think it is interesting that current research shows that 2-D objects are more easily interpreted than 3-D objects. I am still confused by the log scale that was used to compare the different bar heights. Lastly, do they have any results from the experiment since the paper says they were supposed to have results by the end of 2023 and it is now 2024?",topic_0,1.836044835152766e-308
28,"The components that are clearer are the 3D charts are the worst accurate guesses graphs even though they can physically touch the graph. Both 2D graphs were better guessed. The question I still have is if this information can be proven among different tests, or whether it is just bar graphs that people guess worse on when it is 3D. I also wonder how this is when it comes to other fields and not just statistics. Can this test help with other studies?",topic_0,0.02574610899315779
29,What the overall goal was. it turns out it the Stats department was testing out visual perception. The only questions that I have are about the data release. When is the data being released?,topic_0,0.050914165715930465
30,"As a participant in the study, I had no idea what this experiment was being used for. I knew that, as a participant, I was supposed to use my judgment by comparing 2D, 3D, and 3D printed bar charts. I did not know that the study was investigating whether there was improvement shown in 3D printed charts over 3D charts rendered in 2D. I did not know the experiment was to see if there was a largely negative view of 3D graphs misguided by participants. I have one question for the experimenter; I am curious to know how they will conduct these graphics for the visually impaired with the results of this study. I think that is a very interesting idea, and the finished product of this experiment would be very cool to see! Overall, this experiment is very much clearer to visualize knowing what the experimenter was trying to study and conduct.",topic_0,1.845499474211212e-308
31,"It makes more sense to me that it was testing visual depth in 2d vs. 3d, originally I thought it was testing visual depth/ length  based on if the pieces were right next to each other or not. Now that I know the true purpose of the experiments, other components are beginning to make more sense, for example, the different colors of the block in order to help with ratio comparison. I think for me, if it was a test of visual depth, I feel like different lightings should have been tested. I know depth perception can vary in different lightings, but also candidates should be asked if they have depth perception issues, in order to not skew the data.",topic_0,1.662708504051867e-308
32,"After reading this abstract the whole experiment is clearer. Especially, the variables. In the beginning I had a hard time deciding what the experiment was even testing. Now I know it was the interpretation of 3D environments compared to 2D. After reading the abstract most of my questions are answered.",topic_0,1.548051425637253e-308
33,"Components that are clearer now than as a participant is the why of doing this study that it was to replicate a study from 1984 with 2D and 3D models. I was really confused on why this study and didn't ever understand much of it until going through and reading this article. It definitely makes more sense then what it did when we were first given this experiment, and I think I see where they are getting at with it and it's interesting.",topic_0,0.04383154127606036
34,"The calculations and formulas used to measure how participants measured the graphs are clearer to me now. It is also more clear to me now that I know this is a replicated study, knowing the history of what the findings have been in the past. Though I don't have questions about the study process, I am very interested in what my results are as well as my entire statistics class.",topic_0,2.7514366797681772e-308
35,"The abstract cleared up the question that the researchers were trying to answer. My guess for the experiment was correct, I guessed that they were trying to determine if a 3D graph is better than a 2D graph. I would like to know what data they had collected during the experiment.",topic_0,1.6153035856720254e-308
36,"During the experiment I was skeptical about the different colors of the bar charts, maybe a specific color signified a certain proportion of the 2 selected bar heights. From reading the abstract I realized that the color had no significance in the study. Reading the abstract It was stated that 3D graphs are less accurate at encoding information than 2D graphs. I would think it would be the other way around since 3D offers a whole new perspective that 2D can't offer.",topic_0,0.026193124455846165
37,"The purpose of the experiment are more clear to me now, I had no clue at first what purpose the 3D graphs had. I definitely perceived the 3D and 2D graphs differently, despite them being relatively the same value. I think the study was set up well, but I have to wonder how much error the 3D printers had in recreating graphs. How do you manage error with a 3D printer?",topic_0,1.1316503546454087e-308
38,I'm still kind of confused on how helpful this will be in determining the usefulness of different types of graphs. Any graphs published in most research papers will have visual indicators along the x and y axis showing how tall the graph is. Trying to guess based on nothing but the visual seems kind of counterintuitive to showing people your results. It's a little clearer that they were trying to continue on the work of an older experiment now that I've participated.,topic_0,1.263862819741172e-308
39,"The components that are clearer now than as a participant is the comparison of the 3-D models versus the 2-D models. As a participant it was hard to tell the goal of the research, I hadn't even thought about the difference in visual data, but looking back it makes a lot more sense. My question is whether or not the results will show a significant amount supporting 3-D models as a better source of data understanding, and what is considered ""enough"" to adjust the curriculum?",topic_0,0.04422153807781203
40,"One major thing that I thought about during the participation part of this experiment was how people may thing that a certain block was much taller than it actually was. The abstract kind of cleared that up for me, stating the issues that can occur when using 3-D printed models opposed to the other options. It also makes sense now why we were questioned using all three of the options instead of just the physical blocks.",topic_0,1.742978683899939e-308
41,"After taking part in the experiment , I feel like now I have a better understanding of the techniques utilized, including the particular parameters assessed and the objects displayed. As a participant, though, I might still have concerns about the statistical analyses that were done to interpret the outcomes, possible biases in the experimental setup, and the consequences of the results. I am still a bit confused as to the thought process behind this because I know for me it was confusing that I had to just look at shapes and say how much I thought they differentiated by.",topic_0,3.993354732874771e-308
42,"One component that is clear now than when I first did the experiment was what the researchers are looking for, in this case they are looking for comparison accuracies between 2D and 3D printed objects. Another component that is clearer is that this experiment was a copy of one done previously, and we are making sure it is accurate and can stand the test of time. One question I still have about the experiment is how did the lengths of bar graphs get determined and are the graphs randomized on the computer (the 2D ones) as well as the 3D ones?",topic_0,1.2908683132774953e-308
43,This experiment was actually looking at the 2D components instead of the 3D. It makes more sense now that the experiment was measuring how far our response was from the true distance. I think the one question i still have is what were the final results and the conclusion?,topic_0,0.0153011668007161
44,One component of the experiment that is not clearer is the fact that just exactly what the researchers were looking at. I now know that they were looking at the differences if we had 3D objects rather than just 2D objects and how those results compare. I do not have any more questions about the experiment. It's interesting to see that they are using a larger sample size to get better results.,topic_0,1.6292732174053573e-308
45,"I understand more now the purpose of the experiment. The researchers are trying to compare the perceptional judgements between people. They use various tests with 3D objects that you can hold in your hand, and 3D objects on a computer, along with a 2D image on the computer. Although I still wonder how exactly they compare? And how do they take the numbers they got from the experiment to apply to real life?",topic_0,1.58092004781502e-308
46,"I now understand why the different types of graphs - 2D and 3D - were used, as the experiment is meant to show that 3D models are essentially more difficult to use when reading/comparing visual data. The involvement of inputting the value differences now makes sense in a quantitative sense, as well as there being so many demonstrations. I think the experiment design was adequate for the cause.",topic_0,0.032907023078160215
47,"I didn't really get what the point of the experiment was and never really thought of it after I went in for it. Now it makes much more sense why it was set up the way it did (after reading the abstract, obviously). I am very much a visual learner so I think this study is a great way of finding other ways to teach besides having it 2D on a screen. I also like the idea of finding other ways to better help visually impaired learners, too.",topic_0,2.234151485235541e-308
48,"After reading the abstract it became clearer to me what exactly the experimenters are testing for. Before reading I didn't pick up on the fact that the purpose was to observe the difference of perceptual judgements between 2D graphs, 3D graphs projected in 2D environments, and 3D printed bar graphs.  I am unsure of some of the applications, techniques, and terminology such as ggplot2 package, rayshader package, and RGL device but overall thought this abstract provided a comprehensive explanation of the experiment. From the perspective of someone who did not read the abstract before being a participant, I believe the experiment was well constructed and seems like it would successfully obtain correct results.",topic_0,0.02705021319158124
49,It is clearer to be now what they are actually studying. I was confused at first on why we just had to guess all the numbers but now it makes sense. One question I still have is why did we only have 6 or so that were 3D printed and so many more that were just online?,topic_0,0.02661849945730933
50,The clearer parts are that now I know the experiment was based around the difference between reading 3D graphs and 2D renderings of 3D graphs. I had previously thought that the experiment was more about just reading graphs in general. I now know it was about more than just reading the graphs. I don't think I have any questions about the experiment at this current time.,topic_0,2.531194165053412e-308
51,"when I was doing the experiment, I didn't know why there were both 3D printed models and models rendered on the computer. Now it is more clear so that they can compare the human interpretation of graphs and figures in person and on screens/papers. I'd like to see how much the form of the graph affects the perception of the difference in magnitude between them.",topic_0,1.147115543685798e-308
52,After reading the extended abstract it is more clear now what the experiment was truly testing. It makes sense that it was testing the ability to judge percentages based on the 3D graphs and objects. It is still somewhat unclear how the colors of the objects played a role in the experiment. I know they mentioned in the abstract how they shaded the tiles corresponding to the height and that still just somewhat confuses me from their description in the abstract.,topic_0,0.03730389296969731
53,"Now it makes much more sense. The experiment was centered around how we perceive depth in a 2d environment compared to a 3d environment. I wonder if additional dimensions would have an affect on this as well. Instead of displaying a 3d object on a 2d surface, we should also display a 2d object on a 2d surface. This could potentially make results vary because of our depth perception being removed.",topic_0,1.552732368412795e-308
54,A couple components that are much clearer is the hypothesis of the experiment being that 2d objects being easier to interpret than 3d objects as well as why they were conducting the experiment in the first place. Another thing that is clearer is that the colors really didn't have a lot to do with the experiment besides that they matched a ratio. One question that I still have is why the experimenter only used people in a stats class that they force to do it instead of using people randomly who might be willing for better results because when you force people to do the experiment chances are they won't be the most accurate.,topic_0,0.030953316832326806
55,"After reading these pages I think I have a better understanding of the experiment and the research than when I was just a participant. I see why its important to redo Cleveland and McGill's bar chart and how it compares to the 3D printed models we got to see in class. I still may be a little confused on what exactly they wanted to gain from the experiment, however I think it was a super fun activity and that it is a smart interactive activity to use in statistics 218!",topic_0,0.024414915876164255
56,This makes more sense as the variables I was describing were random and unlikely but the difference in 3D groups and 2D groups was very relevant. It also explains why there are many different packs so that we can have the most accurate results. I am curious why 3D groups are harder to put a height and percent to and what causes this.,topic_0,0.03144396311673805
57,The components of the experiment that are clearer now are the reason that we did the experiment. I was confused going into it but after when I thought about it I thought it was actually a pretty good little experiment to do on the class to see what kind of data would come out of it. Some questions I still have is why we didn't have a different type of experiment. I was just confused on how this one was chosen even though it ended up giving good results.,topic_0,0.5651866871748235
58,It makes much more sense why we had 2 different types of graphs with the physical graphs and the ones on the computer. I wonder if the 3d graphs on the computer or the physical ones were more accurate? Why did they decide to use stats students for their experiment?,topic_0,0.029434643820206448
59,Something that is more clear now is that we were looking at 2D and 3D graphs. They were testing to see if we could get an accurate guess with the bars touching and then with a gap of a bar. Another thing that is clear is also that the 3D bar graphs were also some of the graphs on the computer. They were just mixed in. They were trying to see how much of a difference 3D graphs made to people compared to 2D graphs.,topic_0,0.02784192128681085
60,"Before, it was unclear what the purpose of the experiment was, but the abstract made it clear what was being tested. It was interesting to read about how all of the factors of the experiment were strategically set up. I didn't know that this experiment was the continuation of an experiment done in 1984. I would like to know if the results from the study match the results of the study done 40 years ago (and what those results are).",topic_0,1.0
61,I think I was slightly misunderstanding the purpose of the study and I have a more accurate idea of what the purpose is now. I would like to know if there is a significant difference in the data collected on 3D rendered bars and the actual 3D printed ones. I also wonder why sometimes we were measuring bars that were next to each other and sometimes not. Wouldn't that potentially effect results if they were not careful?,topic_0,0.025253514611226404
62,"After reading through the abstract, it made more sense of what the design was testing. The incorporation of printed 2D and 3D models along with the actual 3D models showed all of the different perspectives they were testing. I see know that they were testing each person's judgement about specific spatial awareness problems.",topic_0,0.037901127267431285
63,After reading this article on this experiment it makes more sense on what they wanted for the outcome of the experiment and what it was meant for. I never would have thought that 3D charts can be misguiding but i could see a standpoint of where they are coming from. Overall i can see the differences of how the carts look in the picture.,topic_0,0.033124550979663776
64,I never really thought about how accuracy would be worse with 3D objects/graphs than 2D. If anything when I was doing the experiment I thought it was more accurate. But after reading the experiment it truly does make sense. I would like to see this experiment done on non-Stat 218 students to see if the results would be different.,topic_0,0.033665971697949694
65,"It is clear what the experiment is studying now. I wasn't sure about this before, but I suppose it didn't really matter. I want to know more about the results because I didn't see that in the paper.",topic_0,1.0
66,I think that the experiment was fairly self explanatory. Researchers wanted to see what given measurements could have been answered as. The two way - 3D print and the online platform - the study subjects were able to answer in their best way.,topic_0,0.03626995650925465
67,I understand the purpose of the whole experiment and the meaning behind it more after reading the abstract. I now understand that the perceptual importance of the length and size of the bar graphs. I am still a little confused about the difference of the virtually and the actual 3D prints and what the purpose of those were.,topic_0,1.278810052115952e-308
68,The method of selecting figures was made more clear. The abstract explained why certain mannerisms were chosen to have contestants do to make the experiment more controlled. This explains the alternating system throughout the experiment.,topic_0,0.029676516145497447
69,I think the whole experiment as a whole became clearer. I thought I was just looking at a bunch of random graphs and just interpreting it. It makes a lot more sense now that it was examining the differences of 2D and 3D graphs,topic_0,0.03266051708955977
70,"As a participant, it's now clearer what the actual purpose of the experiment was. Quite frankly, I didn't realize that it was in relation to both visual depth and depth perception, though it does make sense to me now thinking about it. I truthfully thought the purpose of the experiment was something completely different, but I now understand they were testing a specific hypothesis that was originally formed from a different experiment. However, I actually didn't realize how much match actually went into understanding their results. I thought it was as simple as just looking at results and comparing them, I didn't know that actual formulas were being utilized to evaluate the results.",topic_0,0.023555806790889096
71,When we were participating in the experiment I was initially wondering about why we had to use both a physical model and look at so many graphs on the computer. After analyzing the extended abstract I now realize the significance of utilizing both models. I did not realize that the difference between accuracy in 2D and 3D models could be measured. Now that I know that is what they are looking for the experiment design makes a lot of sense now.,topic_0,0.03286760223689862
72,"I didn't realize that the 2d graph images were made of both 2d and 3d rendering during the experiment. I think that the results of this study will be interesting to hear later. I never thought about graph renderings being hard to comprehend for someone with poor visibility. I am curious as to what situations a 3d printed graph would be used/available since most graphs I interact with are online in articles or research journals. It would be interesting to know if that is/could be an accommodation for people with poor visibility in situations like standardized testing, or even science displays/museums.",topic_0,9.7735299040183e-309
73,"The components of the experiment that are clearer now than they were as a participant was the reason why we looked at graphs in the first place. I felt that going in, looking at these figures was really random, and didn't really have a purpose, but after reading the abstract I learned that this was not the case. They conducted this research as an extension of a previous study by Cleveland and McGill and aimed to determine how people perceive data based on if it is a 2D structure or a 3D structure, which now gives me a clear picture as to why we looked at all the graphs. Another question I have for the experimenter is how different did participants see the graphs and was it statistically significant? Is one medium objectively better than the other, or is there not enough information to come to that conclusion?",topic_0,0.031684145507726226
74,"I didn't do the experiment. One of the questions I have is ""What are the advantages and disadvantages of using the Shiny app?"" Another question I have is ""Why is it important to have both ratios random?"" My last question is ""Would the colors that are being used in the graphs affect the answer choices of the participants?""",topic_0,0.04809094191177979
75,"When taking the experiment, I had no idea which type of graph the researchers were expecting me to have a more difficult time interpreting, but now I know that 3D charts have been documented as being harder to read. The main question that comes to my mind for this research project is: what were the results? Did this experiment provide addition evidence for the conclusions made by Cleveland and McGill? I was also wondering if the color of the graphs made a difference in how people interpreted them.",topic_0,0.02247486710862225
76,"It is clearer what the experimenter was trying to study in this experiment. It also makes more sense what literature they were using to design the study. However, I'm still wondering what their results have shown. Do the 3D or 2D graphs help people estimate the ratio better?",topic_0,0.01731554201040983
77,"The entire purpose as a whole is much clearer now that I have read the article after my participation. I believe this experiment came close to the original being replicated. It also made more sense as to why myself as a participant, prior to answering the questions, was expected to make quicker judgements and not use estimation techniques on the models used for this experiment.",topic_0,1.0
78,"It makes more sense about how close our guesses were to the actual ratio of what the graph was trying to tell us. I think after reading this I have more of an appreciation for how the numbers and accuracy is conducted in the experiment. Seeing the use of logs to help the use of significant digs for the accuracy ratio, it makes more sense about why there were so many questions regarding our estimation. The math makes sense. Let's say i guessed 95% and the correct answer was 89%, this would state that my guess was in the area of 2% off, I think. Based off my calculations my answer would be like 1.93 ish. Even if that isn't fully correct, it would state that my guess was a bit off from the actual value which makes a lot of sense. The only question I would have is whether or not there is a simpler way to calculate the difference in guess values? Think it would be easy to say that I am 6% off. But is it completely necessary to do more math to find the difference in values? That being said it makes more sense. My brain isn't math savvy all the time so a ton of things escape me in the abstract, but I hope this makes some sense where I am coming from.",topic_0,0.05770259596421367
79,"After reading the abstract and seeing the equations shown, I understand how the data from the experiment was used - during the experiment I was unsure how the data could be applied with the prior information I had. I also can appreciate the reason for the study more. If the 3D charts do indeed show improvement over the 2D charts, I think that yes, the results should be used for the benefit of the visually impaired. I wish I'd known the reason for the study before participating, but I can see how that knowledge had the potential to change the way I performed.",topic_0,1.962357618208088e-308
80,"Being a participant, I struggled to analyze the graphs that were 3D more than the 2D ones. In the article, they mentioned that 3D printed ones were harder to read, and they are less accurate. They discussed using a rayshader which is an interesting method to help understand the depth and shadows of the object. They also discussed using slightly raised identifying marks so that they were quickly identifiable. I do not have any questions for the experimenter, I now better understand the purpose of the assignment!",topic_0,1.1230937159699224e-308
81,what's clearer to me is that they actually had a certain number of numbers that they were using as their heights. they had like 5 different heights a couple used twice to compare so that the study was all equal. I would ask what they are doing to control some of the biases and confounding variables. I think it was very smart of them to gather a big sample size using the statistics students. But I would like to know about the results and see what the actual difference was between the 3d and 2d models.,topic_0,0.03584110094937263
82,"When I was participating in the study I did not have any problem understanding what I was supposed to do, but I had no idea what the purpose was. Through reading the abstract I gained a better understanding of the motivation behind conducting this study, and the benefit of gaining this knowledge. I can not think of any additional questions.",topic_0,1.0
83,"It is now clear what the purpose of the experiment was. It was easy to understand that we were trying to figure out which column was taller and their relative ratios. Now though, I understand that we were supposed to more accurately estimate the heights of the 2D graphs rather than the 3D graphs. My only question for the researcher is what the results of the experiment were.",topic_0,0.022427294563420967
84,"I didn't know what the hypothesis of the study was beforehand. It makes a lot more sense now, with the hypothesis of 3d graphs are less accurate than 2d graphs. Thats the reason for having those 3d printed graphs to estimate the value and the 2d on the computer to estimate the value.",topic_0,0.03270490381927175
85,It's more clear now that 3D graphs are less accurate than 2D graphs for portraying numeric information. This is because we are in a 2D environment and 3D graphs are not seen the same way as 2D and that they give us a more accurate understanding and visual.  Would the 3D graphs be better if there was an environment that didn't support the 2D dimensions?,topic_0,9.721266128878776e-309
86,"It’s clearer now that the experiment was comparing the accuracy of the different mediums. I did not know that this was an experiment that was being replicated for accuracy and/or to refute the claim. I assume that the reading from his physical representation of the bars was supposed to be most accurate and the experiment was supposed to support my initial thought, it being an effort to refute an older claim does help explain why the experiment was done. I don’t have any questions for the experimenter, but I am wondering what the proportion was of the more adult staff and their spouses scored versus the college intro to statistics students.",topic_0,2.249619480565557e-308
87,"When reflecting back on the experiment, some of the components that are clear are that, 3D graphics are more limited to 2D projections. Another component is that there were two groups, bar graphs and stacked bar charts. The question I have is what is the overall goal with random people doing this experiment.",topic_0,0.03334441313270828
88,"During the experiment, I thought the bar graphs had no meaning, but I now understand why we had to look at and understand the bar graphs. Upon reading the abstract, I realized that some methods are better than others when it comes to interpreting data. One thing I am curious about is what prompted this research in the first place? Another is what is the importance of 3D representation? Do some think that it is the best way to interpret data, or is there some other reason?",topic_0,0.0278640460460904
89,"Reading the abstract made it more known to me how researchers compared 2D, 3D, and 3D printed charts using bar height ratio and measured accuracy through log error. Also explained some randomization of the bars and how they were marked. There are still a few questions I have, though, about how individual depth perceptions can vary and things like how the lighting was controlled and whatnot.",topic_0,0.03549839301478955
90,"The actual goal of the study is much more apparent now. I was very confused on what the reason I was comparing different charts and why I had to say what percentages I thought certain heights were. I also now understand why there were both physical and digital aspects to the experiment. I was curious to why not everything was digital, but now it makes sense with the context of comparing 2D and 3D data graphics.",topic_0,0.03371446983414837
91,"As a subject in the study, I did not know why 2D, 3D digital, and 3D printed bar charts were being compared, but reading the abstract clarifies that the goal was to assess perceptual accuracy across visualization mediums. Copying the study of Cleveland and McGill and accounting for variables like spacing between bars and color coding in depth now all make sense. I now see how important visual depth and physical manipulation of data are to perception. However, I still wonder to what degree participants' knowledge of charts or spatial reasoning skills affected the outcome. I'd like to question the experimenter, too, whether they noticed any trends in preference or confidence level by chart type.",topic_0,0.017473343450873226
92,The abstract gave a more step by step about how the experiment was supposed to play out and it made it a lot clearer. It is easier to understand the different types of graphs.It is also more clear how the responses were measured.,topic_0,0.10999548955568093
