document_index,document,topic_0,topic_1,topic_2,topic_3,topic_4
19,"The critiques I have is wondering if the numbers and the graphs and blocks are an accurate simulation and if they are good enough to use for real data, the thing that would have made the study better was having more exact numbers and reasonings to back up the study.",0.5946401211014841,0.1335755236208351,0.10885308458785879,0.07965668002950374,0.08327459066031812
20,"I think the study was somewhat boring to do, I found myself past the second half of the study just interested in finishing it up because I was doing the same thing over and over and over again with very very slight differences. While I dont really have any suggestions I think that it needs to have some more substance or color to it. Possibly introducing some photos or animations rather than just click to the next bland page.",0.08426228395046216,0.1061487321821321,0.12934646292602536,0.15071907945760749,0.12062980991075313
21,"I think that this study could be improved if the participants were more thoroughly informed of what the experiment was looking into. While some may argue that it could have caused biased participation, I believe that I personally would have been more intrigued with the experiment as a whole.",0.10227659427494928,0.1875232153434252,0.15169898555423098,0.08136616719243372,0.10673660980402994
22,I think the study should of sticked two either 3-D designs digital or physical 3-D designs. Another critique I have it that they should of sticked to either just position or length.,1.0,4.80527952522086e-309,4.43715676002579e-309,3.42991786292003e-309,3.62296090636099e-309
23,"It was kind of hard to determine how big/small the bar was from the other bar, it was difficult to calculate the number. I think that's the only critique i have for the study and it's design.",1.0,1.0971478695553014e-308,9.074282174999152e-309,6.09510651821131e-309,6.8390428887611e-309
24,I think they possibly could have explained more to the participant while we were doing the study what it was about and why we are doing it. I was slightly confused about what the experiment was trying to understand and what I was doing until I read the paper and saw the presentation.,1.21327498647002e-308,1.0,1.047480728357835e-308,8.365622694497093e-309,8.581818459495903e-309
25,"I do not have many critiques. I may have been helpful knowing more about the study prior to doing the experiment. Also, maybe opening up the experiment to more students the just stat student would better the results. I know that east and city campus both had kits but was the system the same?",0.12055529713564948,0.11364701504065979,0.1631115973097166,0.10728255747060851,0.08840801529001117
26,"It would have made the study better if subjects were told more about the study before participating in it. Many of the subjects had no idea what the purpose of the study was other than to tell the difference between two bars on a graph. It would be beneficial to give the subjects more information about what the researchers want to gain from the experiment. It would also be helpful to give a few more hints as to what the research question, variables, and hypotheses are in the experiment.",1.0,1.1532566476255187e-308,8.9839351935811e-309,5.95593044800295e-309,6.866561994677616e-309
27,"I think overall the study was good, it was long but the more questions the more data you get. I think it would be better if we could type in the number and not move the bar line it doesn't always land right on the number you want.",0.08361811423766699,0.11949460281413556,0.13386044214920345,0.1303600013251704,0.12377320790080382
28,The critiques that I have is that I had to go to office hours to complete it. As a busy college student it slightly throws a wrench in my plans but I got it done.,0.05598003004076428,0.06832383092014939,0.08079237374537927,0.6003013534800438,0.08942029368718409
29,"I think the only thing that would make the study better would be a little bit more direction at the beginning of the study before we started it. As a participant, I was very confused about what to do and what I was being asked to do. Now that I know the background of the experiment, it makes a lot more sense. When I guessed the point of this study, I was not even close to being correct.",0.11227726730503443,0.21303260846118974,0.12408863079514366,0.08301056690098448,0.09719249870671678
30,"I think this study is really dependent on people's eyes. When you think about the bright colors of the blocks, and how the different heights are being presented I think it is important to know depth perception and color blindness of who is being tested, additionally if they are wearing and prescribed glasses. I also think that having this study done outside of class time, it limits students to get it done within a specific time frame, which might make them rush and skew the results.",0.15184806241451734,0.15106566455088197,0.12422222095008696,0.0671420061073831,0.07168770196679271
31,A larger sample size would have made the study better by giving us stronger evidence to sway one way. My critique once again is I just cant follow the point of this study other than helping in a STAT 218 class.,0.08088842663818525,0.11103544607048428,0.3254000849738096,0.09309749114528308,0.18398823110301848
32,I do not have any critiques for this study and its design. Maybe one thing that I would've done differently is get more students to do this study maybe in like an honors class and see their answers to just a general Stats class.,0.07522201209295978,0.08094113148342055,0.3058323260202875,0.1775446096482193,0.12990639885515734
33,"The abstract was a little hard to understand, and I am still a little confused as to why we are participating in the later parts. I think a more in-depth explanation for this would be helpful (though I could have misunderstood something already present).",1.0806916715661553e-308,1.0,9.656200246198056e-309,7.825475156824516e-309,8.276376904515517e-309
34,"I think they should have made the sliders easier to use. Or have you be able to type a number in instead of a slider. I was unable to get the exact number that I wanted with the slider. 
They could give this survey to children in every grade from 6-12th grade and see how the results differ.",1.0,1.3401910188709346e-308,9.98123783142991e-309,7.269221393256557e-309,7.230832415491884e-309
35,I think the study could have been made better if we had to complete it multiple times. If we were to complete this same experiment once a week with the same bag we could definitely see some differences in the answers given. Maybe 3D answers would differ greatly from one week to another which would further prove that 2D is more effective.,1.0,4.42622125388626e-309,4.15217637380089e-309,3.23500322438018e-309,3.43614747234843e-309
36,"I thought the study was well constructed, utilizing the 3D printers was a good choice. The use of a wide range of ratios helped as well. Sorting through all the graphs sometimes was a little confusing, as they easily got mixed up.",0.8389045288726003,0.048120894259466744,0.043838075993768606,0.0336539580170142,0.035482542857150155
37,"I think the fact that the graphs didn't have any values to measure up against made it really difficult to guess exactly how far the difference between the graphs was. I can't imagine someone every publishing a graph without including numbers on their graph, which naturally makes it easier to read for people.",1.0,6.23155261450538e-309,5.28858737572166e-309,3.99783594928952e-309,4.361188863049975e-309
38,I don't have many critiques for this study. I think that one way it could be better is if the slider maybe had markings to notify every 5 units. I think this would make things a little easier.,1.0,1.3950329150074143e-308,1.0301533281127614e-308,7.464837420319853e-309,7.389059161288914e-309
39,"I don't really have any critiques per se. But I think that there should be multiple groups within this experiment. I think that there should be a group of participants who know about the potential perception issues, and have them work as a control group of such. Rather than all of the participants be unaware of the possible perception issue.",0.12844745929049214,0.19022911377039725,0.11245764560586709,0.13002142325023244,0.09043383246489611
40,"I think just the way it was set up, at least for me, just wasn't enough for me to understand what I was doing. I am not sure how to improve it but I think that having the system in place right now may not always work if that makes sense.",0.5629333677779738,0.1389173063711954,0.09616030071737278,0.06714848932696313,0.0715279650576989
41,"I think one critique is maybe how many graphs we see, 2D and 3D, and there might be a correlation between the better someone does and how many pictures and structures they are shown.",0.7178623419022628,0.08686443813196425,0.07543828954370879,0.058265780825613504,0.06156914959645055
42,I think what would make this study better was more students taking the test. It would help to have a larger group.,0.08219776890703796,0.09856203372438271,0.3545308331199407,0.08309993708230712,0.12653120430827985
43,I feel that we could have got some more information on what the study was about before doing the experiment. I was really confused on what they were looking for.,1.2395844741708074e-308,1.0,1.086849582852427e-308,8.63344311625957e-309,8.808486195583044e-309
44,"I think if the students had known what they were observing and researching that they might have had better results, rather than random clicking.",0.14075061564613792,0.18122152301129982,0.14470781516258885,0.07819710151594168,0.08472451683310085
45,I honestly do not have any critiques of this experiment. It was short and sweet and overall enjoyable to participate in!,0.11485719559250086,0.24839718568958655,0.08618685098551788,0.09149626701267553,0.06721095924846351
46,I think maybe if they do it on younger children that could be interesting. Not in the sense that it takes away from the project or questions at hand. I just wonder what it'd be like or what questions they'd pose if the focus group were younger.,0.0757217446400863,0.09093742010642861,0.3501860653667009,0.08054720721446865,0.12992516925760875
47,"Not many critiques come to mind regarding this study. One thing I would say is I remember when beginning the study most of the examples at the beginning were values such as 25, 50, and 75. Throughout my participation this led me to assume most of the graphs, 2D or 3D, were numbers similar to those rather than numbers such as 22, 56, or 77 for example.",0.6520997449916061,0.10689130294306762,0.09349261025876826,0.07162445438055803,0.07589188742600014
48,I think that they should sample the entire population of UNL students instead of just the kids in stats. I think that the results would be more accurate and apply to the average student better.,9.68314618365137e-309,1.035796208996549e-308,1.0,1.236871002953245e-308,1.5611226921544743e-308
49,I thought the study was set up pretty well. The only suggestion I would have would be maybe trying to reach more than just the stats class to see if those outside of the class would think the same as those within the class.,9.868225579474945e-309,1.0554907690205196e-308,1.0,1.284062054492667e-308,1.518171955036123e-308
50,I feel that using an entry-level statistics course was not the best sample group because of the lack of care for the experiment by the students. Many of my classmates with whom I discussed this experiment emphasized how they just clicked through the answers. This will distort the findings not to be as accurate as they could be.,0.11597914788105229,0.10587485953686294,0.2025624742349329,0.0831256440681635,0.08546235652563403
51,I can’t think of much exactly on what could’ve made the study better other then that they could label and organize things a little better they what they were I just feel like there was little instruction while participating in the study.,0.08026749213352088,0.1279876298338816,0.15636929194301757,0.07977145534299217,0.12868849352458533
52,I honestly don't have many. Maybe the texture of the graph on the 3d printed version could make a difference? Use a smooth texture like it is depicted in the 2d render rather than a bumpy texture.,0.6781424333401194,0.09448689291931117,0.08686067489236685,0.06727832433928393,0.07323167450891858
53,One critique that I have for the study is that students in a rush or not wanting to take the experiment could very easily mess with results from the study if they were to click that they want their data recorded on accident. I think that if you want more control over accurate results for the experiment you have to administer it to completely random/willing sample population.,0.1320448164765292,0.11853777006912528,0.17127553631338666,0.08630985829063596,0.08483650109696857
54,I would say maybe a little more knowledge going into the study. While doing the experiment with the charts I was a little confused. I did in fact understand more after reading about it in the one article.,0.5712587263525181,0.14336509039470524,0.10387417240979827,0.06579960795695751,0.07810594737965622
55,I would say that having more of the experiment packets would be good but the way that it was set up worked quite well. Being able to use any packet and then enter the information made it easy for me and easy to keep it randomized. One thing that might make the experiment more accurate is to put some sort of incentive for whoever does the best that way a student doesn't just randomly put an answer. I am not sure if that happened but I am assuming there is a slight possibility of it.,0.14544360939399792,0.2615521220940266,0.10206957723614747,0.08079871131479957,0.06958922159265747
56,I don't have any real critiques. The only thing that would make it better would be if it was more convenient to take/participate in.,0.060488649904345757,0.07452453547551383,0.08547132633816557,0.5787333361227089,0.0956000340327868
57,"No major changes need to be made. I feel like some visuals on the printed versions could be better, white colored labels, the same color for labels were hard to read and I think it messed with how I answered some things.",0.038337247379559486,0.04705581939014081,0.05777003050264641,0.6775403195180751,0.06790966557287674
58,If we could get a little more information about what is going on with this study. I had no clue we could turn the graphs digitally and I didn't know there was 3D digital graphs.,0.7553442572509416,0.071162494710391,0.06624254400333202,0.05173951256133763,0.05551119147399779
59,"I think that having a little bit more background or instruction would have been nice. For example, I didn't know that I could move the 3-D graphs on the screen (because I wasn't told that they could be moved), and that might have impacted my results.",1.0,5.88563553565835e-309,5.063550998025467e-309,3.89148673190881e-309,4.204165427608587e-309
60,I think clearer instructions on the experiment itself would have been helpful. Otherwise the study was pretty effective at containing the desired data.,1.318825522351563e-308,1.0,9.9536891734783e-309,8.120478052198687e-309,8.06058831183959e-309
61,The only thing  I would have made better is the grpghs because those were kind of confusing to me in what they were showing. This could juts be me and maybe im bad at reading graphs but I just thought that the correlation would have been explained a little better in all areas.,0.6757140995490809,0.10193478682317335,0.08762064103354614,0.06389714942570418,0.07083332316849547
62,I think the study was great. It would be cool to see different age groups do this experiment as well or people who do not have proficient eye sight to see if the notice the distortion of the graphs at all. I really don't have any critiques for how it was done.,0.6806841830411375,0.10854608716710117,0.08499169031762105,0.060683023715105,0.06509501575903516
63,I think allowing people to type their responses rather than using a slider would have given more accurate results. This is because the sliders were largely unruly especially with a track pad.,1.0,1.309492522992575e-308,9.837434908345095e-309,7.07656353779702e-309,7.26722222620867e-309
64,"I don't think that anything needs to change. I wonder why you had to be 19 to have results taken, this is something that all age groups should be able to do.",0.10425044465559784,0.12334347019524315,0.25709856493566813,0.08985822618453791,0.12917119241918107
65,"I believe that having a bit more background or direction would have been nice. I didn't know that I could move around the graphs on the screen, because I was never aware that I could do that, and that could have made my results different.",1.0,6.14012512525161e-309,5.262481584843656e-309,3.99556997212196e-309,4.361101364877017e-309
66,I dont have any critiques for this study. I also don't know what would of made it better.,6.378476033965084e-309,7.63282369235778e-309,1.1320391274407487e-308,1.0,1.44912642214063e-308
67,"I really don't have any critiques for this study, but I would've liked the study better if we could input numbers in the graph comparisons directly, instead of using the slider. At least for me, it's easier for me to just input numbers, instead of messing with a slider until I think it looks either close enough or right.",0.7528466491482082,0.07970553688842157,0.0659990637469518,0.04911154721925517,0.05233720299716323
68,I think that it could be shortened or have other parameters to follow. The context could be set earlier or give more information on the initial experiment.,1.249912061908291e-308,1.0,9.477934236381955e-309,7.81854427541265e-309,7.7828394059011e-309
69,"They should consider making more kits for the students to use. They could make it more obvious that the 3d digital graphs can be turned during the experiment using some kind of visual indicator(arrows, etc.) to signal this, I didn't realize you could manipulate the 3d digital graphs until I watched the presentation.",0.7725556332373589,0.0670456666194942,0.06208537903693979,0.04739036613915622,0.050922954967050744
70,I think that the study should have been conducted in a shorter time frame because the amount of time between participating to all of the reflections was quite long and I found myself forgetting what I did in the previous steps of the study. I think the study would have been better if there was a higher sample size because the low sample size doesn't really tell you much about the actual significance because there were too few people to see the trend.,0.045475447147178494,0.060159315337082,0.10050039671322877,0.28115791785224403,0.14352751475459546
71,I have no major critiques on the study's design. I would suggest expanding the sample size and reaching out to other groups of people (not just introductory statistic students).,0.07638324806557703,0.08466070004498731,0.2658569436716417,0.2023512845293867,0.1401943017884517
72,"I have concerns about the generalizability of this study. If it is only being conducted on college students, then the results can only be applied to college students. To use these results or data in the real world, the study will need to be expanded.",8.664419388688227e-309,9.99622151842164e-309,1.0,1.2732639385054695e-308,1.935684814062588e-308
73,Perhaps it would be better to have a timed portion of picking out the 3D graphics to study visual graphical elements or elementally perceptual tasks on a quicker note.,1.0,4.58808073633377e-309,4.324023739268893e-309,3.349049528526516e-309,3.565477315494655e-309
74,"I think another thing that could change the study is having 2D models going up against other graphs like 3D models and pie charts. There is more than one type of 3D graph. Each is different and provides a different purpose. 

I honestly wouldn't change too much though. The experiment made sense and the information found out in the presentation made everything in the study make way more sense.",0.7621199475677284,0.07090157873944221,0.06479705505122146,0.04915157967074222,0.05302983897086559
75,"I think this study could have been made better by involving a wider group of individuals, not just members of the statistics department and their partners. This small group makes the study less generalizable to the larger population, and this could have been remedied by using a larger and more diverse sample group.",0.05199803959256518,0.06523191199368887,0.5077503785980113,0.06777771920291899,0.1298984428488948
76,For me personally you could have made the graphs represent something that either I understood more or had some sort of relation to college students.,0.7611674060261845,0.07445764733625597,0.06456810537242771,0.0475484885159583,0.052258352749173426
77,i dont have a ton of critiques of the expieriment maybe getting a broader range so you can generalize more but idrk,0.03683224910423946,0.04513690361052849,0.056658156273126724,0.6887250016769547,0.06746557120867143
78,"To make the study better, it could have been randomized more. Also just adding more students to do the study to gather even more data. Otherwise, it was a well done experiment in my opinion.",0.12523297389183,0.19880350737986788,0.14070120777270445,0.0774570781683418,0.08740680495632508
79,It would have been interesting to see if there would be a difference between 3D and 2D digital graphs and if those same graphs were printed on a piece of paper... does technology affect a person's perception?,0.8074679930176774,0.055285508366466216,0.052553788045106097,0.04073186881878422,0.04396084175196611
80,"I honestly don’t know. I don’t have much experience with studies like this, most of my experience is with animals.",0.08905266265590034,0.21217826259865855,0.12353884135951589,0.08596537992783175,0.1024053548210142
81,"Use a more diverse, randomized sample. Like younger or older participants.",0.1112701176226038,0.1020709262591801,0.20726547997627504,0.08166356324362856,0.09073439514495805
82,I feel that it would have been nice to have got more information at the end on what the study was exactly for. I feel that it would have helped me to learn exactly why we did it and what the learning goals were for it.,0.11661538827233582,0.32185177942578747,0.12061235161611891,0.08133800281162101,0.098783489219636
83,"Some critiques I have of the study is that I would've some of the graphs shown, I didn't really understand that and I would've left some of them out.  I would've make this study better by having it be straight forward when people do the experiment.",0.6222639668603679,0.12456279542489139,0.1015418636235719,0.07395427465462405,0.07767709943654466
84,"I do not really have any critiques of this study and its design. When I was taking the test for the study, it didn't really make sense as to what I was doing, but once I finished it and read the abstract, it all made sense as to why there wasn't much information as to what we were doing it for. The only thing that I think would have made the study better would be to include just a little more background information.",0.05591221204450396,0.06401945250256373,0.10641477454277827,0.4185752757342479,0.10222408805046174
85,"I feel like one could lack some randomization, I might be wrong, but I feel like it kinda does a little bit just because some students had the same ones, and I even saw students working together in my class. Another critique could be based on whether there was one class in particular that did better; it could be because they were taught different things, or instructed differently things so maybe just fixing something like that. Lastly, possibly just share more about what it was kinda about beforehand if you get what I'm saying.",0.0736466927382905,0.07300101420825124,0.5148271331035065,0.09438805485545701,0.09095031974473618
86,"I think some of the aspects of the digital study were a little confusing but that could very well have been user error. I think maybe color coding the graphs would be better than the shapes, especially on the digital graphs, just because sometimes it got confusing.",1.0,6.091880335403873e-309,5.21669617584096e-309,3.95490072789909e-309,4.288372633667277e-309
87,I would say people don’t really have accuse to 3D printings of the graphs so they are likely more familiar with the 2D. I couldn’t really do anything but maybe use 3D with them before starting the study,0.7419143291955934,0.07451917055288335,0.06989939783172713,0.054603626514022466,0.059063475905773585
88,"I think that this study was done well for the most part. The only thing I would change is how the models are labeled, because I would get slightly confused at some parts.",0.07367636902213963,0.10508014765252531,0.1252193736251344,0.1820650429107246,0.1290821210995137
89,I think the bar graphs and data ratios could have been simplified.,0.6587105445684909,0.10670773295067115,0.09235907453906425,0.06756591216825057,0.07465673577352308
90,The study was only for stats students so not a lot of generlization. The experiment also was a bit long and I feel like many students would start getting bored towards the end and just put guesses. I would also have assigned bags randomly to students instead of letting them just grab one just so that I don't have a large amount of students with a certain group.,0.13872828228758036,0.11592492075145494,0.16720702980611035,0.08785306784061249,0.08329118156088744
91,"I think it was well-designed, especially with using random assignment. The random assignment assures the results can be valid.",0.13132761034154233,0.4045332298994277,0.09337864052210919,0.08267829198102376,0.06861362636516556
92,"One thing that could have made the study better would be to include different numbers by which the graph is labeled. For instance, you tell the test taker that a certain graph goes by 20 or by 40 to try and see if the number the graph goes by affects the subjects response.",1.0,7.124908187841136e-309,5.82587804174101e-309,4.2714348328805e-309,4.71507556440682e-309
93,"I don't have many critiques as I am not very well versed nor am I an expert on conducting studies in these fields. I think that there were no serious issues with the study, even a minor complaint such as there not being enough kits was mitigated by having the participants share the kits in class, which did not give less then enough time to complete the study since it was during a 50 minute class period and the study only takes around 25 minutes maximum.",0.055569274836668875,0.061582643528717916,0.10240557306293856,0.4275069911673296,0.10008132027890065
94,"To be honest, having the purpose of the study with a deeper explanation would have helped me comprehend what we were doing better. The videos and abstract would be great ways to explain to them what is happening. Going into blindly made my classmates and I confused on some parts.",0.09790206526868134,0.45464203062246294,0.09023955763152429,0.06687697647151354,0.07643148697200443
95,I think that the design should have had a short brief intro like before class started on what the experiment was trying to identify. I think if I knew what I was participating in I would have been more exact with the sliders. I would have been more serious about it and tried harder over all.,1.0,1.5509137619694966e-308,1.058430005022975e-308,7.94582192278015e-309,7.51942357948077e-309
96,"My biggest critique of this study is that the users can move around the digital 3D graphs. If the researchers are trying to mimic previous results where 3D graphs are harder to read than 2D as a control, I would imagine they would need to keep the 3D graphs in one plane of viewing only.",0.7739476284971526,0.0653209494981751,0.0613258534482342,0.04792833877776678,0.051477229778671314
97,"I think that the study was pretty good, and ran smoothly. The only thing I would say is to make it a little shorter, because at the end of it I started not being as particular.",0.07814298264597389,0.10311412072084652,0.12469409304479905,0.16318415713450876,0.12197101488085206
98,"A critique I have is to maybe give more information about the experiment. I had no idea what I was doing. Maybe that was a factor in the experiment, but if I had a slight idea of what exactly I was doing before the experiment I would have been more interested in my participation.",0.04919771175538501,0.6718219247759659,0.034152371681146626,0.031018921815535016,0.027688765061139077
99,"I don’t really understand why it existed in the first place. If I had to pick something that could be improved, I guess I would suggest that the researchers provide a computer, rather than having the participants use their own.",0.14568294830134393,0.17960155743068515,0.1368331696927399,0.08024436123064294,0.10211425571729989
100,I think the study should have been easier to understand going into it. I was very confused what I was participating in.,0.09214846906820019,0.19725704227436205,0.13415894531718894,0.08744539823467642,0.12336776975594894
101,show the total values on the 3D graphs and they could of had use wear things to time how long people sleep.,0.7920517812233482,0.06252379277420866,0.056489686452177466,0.04257572153223007,0.04635901801803555
102,I think that the study would have been better if we could type numbers into blanks instead of the slider. The slider was inconvenient to get the exact values that I wanted to get.,1.0,1.3413670526375013e-308,1.0230196084315697e-308,7.276464186268585e-309,7.35610277625334e-309
103,"I think that the study may be hard to understand or follow for some participants who are not really familiar with these kinds of statistical things. It also confused me a lot. It can be improved by giving some simple background or explanation of the components in the study like ""what is 2D? what is 3D?"" before. Because sometimes one could do the instructions wrongly; not because they made mistakes unintentionally, but because they don't even know what is going on.",1.0,4.572024822694297e-309,4.31932089747239e-309,3.343840343064676e-309,3.541459411336745e-309
104,"I think some things that could have made this study better would maybe have a more selective group of people to read the graphs. By only having participants who have a college degree or some sort of school certification, the results may be different.",0.7452777522731985,0.08427886644891348,0.06881241703804783,0.04823108835802065,0.053399875881819554
105,I think that the study was really well put together. But I wish I knew a little more about the experiment before I participated in it. With my thoughts before hand and what to expect.,0.0895265389341659,0.34395895739157767,0.08745054625805901,0.07081659477946635,0.06842965438980853
106,My critique would be to add more people to this sample and not just people from the unl stats department. I think its important to get people not in higher education to be able to make this experiment relevant to the general population.,0.12812451836959698,0.22956079280730318,0.095160213791722,0.08722741668349332,0.0680755168766289
107,"I think the design of this study is very well organized from what I've learned about statistics. However, I think this study with a small group of classes is fairly accurate. I would like to see more random selection throughout the university or the surrounding population to get to see how accurate it is compared to our study.",9.73861083191076e-309,1.0243480805510187e-308,1.0,1.279070266999469e-308,1.492484162827217e-308
108,"I think replicating another study, Cleveland and McGill closely is bad because the results will be too similar. I think keeping the study close but adding in the researchers own take or variable would help. I think having a random group from many statistic classes is a good representation of most students at UNL.",9.567621129587606e-309,1.009673236417682e-308,1.0,1.291092980012922e-308,1.5080941564693593e-308
109,"I don't have a lot. I'm not a researcher. Maybe the grad student who handed me the kit could afford to not be so rude to someone who volunteered to come in on their free time next time, but I didn't get his name.",0.08392107651569011,0.5291035972252982,0.06624214541639793,0.052190821828898566,0.05463447597990167
110,"One critique I have is that the study might have benefited from a large, more diverse participant group to improve the accuracy of the results. Furthermore, the 3D printed graphs were innovative but could have introduced more variability on the print quality.",0.7903637287057643,0.0626067273099374,0.05694524893061594,0.0438366082764594,0.04624768677722285
111,I think the participation would have been better if it happened at a set time instead of over office hours. Otherwise I thought it was interesting.,0.08123889920339149,0.12303813142694416,0.20212078168020148,0.07609309061146727,0.10570136141618366
112,The only critique I have of this study was that a couple of my graphs were broken when I got them. Just making sure to keep the graphs looking good would make this study better.,0.6876424484768806,0.1005595530981511,0.08387924589272834,0.06231887417308921,0.06559987835915086
113,"This study doesn't provide a lot of real-world examples aside from citing other studies and it makes grasping the applicability a little more difficult to do. I would have loved simply more examples of how this data can be applied to day-to-day contexts, presented in any format, I suppose.",0.018323756127064272,0.021192255113524048,0.8288157945407266,0.02803656048640258,0.042558907092109424
114,"One critique I have is that the sample size seemed small since it was mostly people from the statistics department and their partners, which might not represent a wider group of people.",0.04224867558962079,0.049298915860346675,0.43427548324798115,0.07236730551250158,0.10645169865366938
115,I think this study would have been better if we were informed just a little bit more of what exactly we were doing. A lot of people informed me of being confused.,0.0925686968973586,0.2029327900768997,0.13227102892121967,0.0862525824669997,0.1203525262878989
116,The sample of people from the stats department may not be representative of the general population.,9.118605633620663e-309,1.0232061560916814e-308,1.0,1.1136330036336683e-308,1.61434826401164e-308
117,"I don't really have any critiques of the study itself but more of the timeline of events we completed. I think it would have been more beneficial to participate in the study then in the following week done the reflection, abstract and presentation. This way the participation is still fresh in our minds and not as hard to think back on.",0.03927013570635855,0.046607185832201824,0.07153320944032812,0.3674702644179872,0.09232882790224131
118,The fact that they are using stats students as test subjects introduces issues as stats students are likely to be more acquainted with looking at graphs than many other people,1.0,7.49526406539096e-309,6.087255157127657e-309,4.38430822132341e-309,4.905268863079265e-309
119,One critique is that is is very specific and it has little real life world application to a lot of things. Also another one is that it is not all about accuracy and more so could depend on the user instead.,0.07499322367365444,0.09355761782524472,0.10083245945945003,0.49705836708086176,0.10799095199620967
