document_index,document,topic,probability
18,"If possible, to obtain a more diverse group, potentially include a larger range for the age group. A majority of the students in STATS are between the ages of 19-23.  In addition, I feel like having a better explanation of the purpose of the experiment. When I was participating in the experiment I was at first confused about what the purpose was and I feel like that caused me to get distracted.",topic_0,0.11253431024035436
19,"The critiques I have is wondering if the numbers and the graphs and blocks are an accurate simulation and if they are good enough to use for real data, the thing that would have made the study better was having more exact numbers and reasonings to back up the study.",topic_0,0.5946401211014841
20,"I think the study was somewhat boring to do, I found myself past the second half of the study just interested in finishing it up because I was doing the same thing over and over and over again with very very slight differences. While I dont really have any suggestions I think that it needs to have some more substance or color to it. Possibly introducing some photos or animations rather than just click to the next bland page.",topic_0,0.08426228395046216
21,"I think that this study could be improved if the participants were more thoroughly informed of what the experiment was looking into. While some may argue that it could have caused biased participation, I believe that I personally would have been more intrigued with the experiment as a whole.",topic_0,0.10227659427494928
22,I think the study should of sticked two either 3-D designs digital or physical 3-D designs. Another critique I have it that they should of sticked to either just position or length.,topic_0,1.0
23,"It was kind of hard to determine how big/small the bar was from the other bar, it was difficult to calculate the number. I think that's the only critique i have for the study and it's design.",topic_0,1.0
24,I think they possibly could have explained more to the participant while we were doing the study what it was about and why we are doing it. I was slightly confused about what the experiment was trying to understand and what I was doing until I read the paper and saw the presentation.,topic_0,1.21327498647002e-308
25,"I do not have many critiques. I may have been helpful knowing more about the study prior to doing the experiment. Also, maybe opening up the experiment to more students the just stat student would better the results. I know that east and city campus both had kits but was the system the same?",topic_0,0.12055529713564948
26,"It would have made the study better if subjects were told more about the study before participating in it. Many of the subjects had no idea what the purpose of the study was other than to tell the difference between two bars on a graph. It would be beneficial to give the subjects more information about what the researchers want to gain from the experiment. It would also be helpful to give a few more hints as to what the research question, variables, and hypotheses are in the experiment.",topic_0,1.0
27,"I think overall the study was good, it was long but the more questions the more data you get. I think it would be better if we could type in the number and not move the bar line it doesn't always land right on the number you want.",topic_0,0.08361811423766699
28,The critiques that I have is that I had to go to office hours to complete it. As a busy college student it slightly throws a wrench in my plans but I got it done.,topic_0,0.05598003004076428
29,"I think the only thing that would make the study better would be a little bit more direction at the beginning of the study before we started it. As a participant, I was very confused about what to do and what I was being asked to do. Now that I know the background of the experiment, it makes a lot more sense. When I guessed the point of this study, I was not even close to being correct.",topic_0,0.11227726730503443
30,"I think this study is really dependent on people's eyes. When you think about the bright colors of the blocks, and how the different heights are being presented I think it is important to know depth perception and color blindness of who is being tested, additionally if they are wearing and prescribed glasses. I also think that having this study done outside of class time, it limits students to get it done within a specific time frame, which might make them rush and skew the results.",topic_0,0.15184806241451734
31,A larger sample size would have made the study better by giving us stronger evidence to sway one way. My critique once again is I just cant follow the point of this study other than helping in a STAT 218 class.,topic_0,0.08088842663818525
32,I do not have any critiques for this study and its design. Maybe one thing that I would've done differently is get more students to do this study maybe in like an honors class and see their answers to just a general Stats class.,topic_0,0.07522201209295978
33,"The abstract was a little hard to understand, and I am still a little confused as to why we are participating in the later parts. I think a more in-depth explanation for this would be helpful (though I could have misunderstood something already present).",topic_0,1.0806916715661553e-308
34,"I think they should have made the sliders easier to use. Or have you be able to type a number in instead of a slider. I was unable to get the exact number that I wanted with the slider. 
They could give this survey to children in every grade from 6-12th grade and see how the results differ.",topic_0,1.0
35,I think the study could have been made better if we had to complete it multiple times. If we were to complete this same experiment once a week with the same bag we could definitely see some differences in the answers given. Maybe 3D answers would differ greatly from one week to another which would further prove that 2D is more effective.,topic_0,1.0
36,"I thought the study was well constructed, utilizing the 3D printers was a good choice. The use of a wide range of ratios helped as well. Sorting through all the graphs sometimes was a little confusing, as they easily got mixed up.",topic_0,0.8389045288726003
37,"I think the fact that the graphs didn't have any values to measure up against made it really difficult to guess exactly how far the difference between the graphs was. I can't imagine someone every publishing a graph without including numbers on their graph, which naturally makes it easier to read for people.",topic_0,1.0
38,I don't have many critiques for this study. I think that one way it could be better is if the slider maybe had markings to notify every 5 units. I think this would make things a little easier.,topic_0,1.0
39,"I don't really have any critiques per se. But I think that there should be multiple groups within this experiment. I think that there should be a group of participants who know about the potential perception issues, and have them work as a control group of such. Rather than all of the participants be unaware of the possible perception issue.",topic_0,0.12844745929049214
40,"I think just the way it was set up, at least for me, just wasn't enough for me to understand what I was doing. I am not sure how to improve it but I think that having the system in place right now may not always work if that makes sense.",topic_0,0.5629333677779738
41,"I think one critique is maybe how many graphs we see, 2D and 3D, and there might be a correlation between the better someone does and how many pictures and structures they are shown.",topic_0,0.7178623419022628
42,I think what would make this study better was more students taking the test. It would help to have a larger group.,topic_0,0.08219776890703796
43,I feel that we could have got some more information on what the study was about before doing the experiment. I was really confused on what they were looking for.,topic_0,1.2395844741708074e-308
44,"I think if the students had known what they were observing and researching that they might have had better results, rather than random clicking.",topic_0,0.14075061564613792
45,I honestly do not have any critiques of this experiment. It was short and sweet and overall enjoyable to participate in!,topic_0,0.11485719559250086
46,I think maybe if they do it on younger children that could be interesting. Not in the sense that it takes away from the project or questions at hand. I just wonder what it'd be like or what questions they'd pose if the focus group were younger.,topic_0,0.0757217446400863
47,"Not many critiques come to mind regarding this study. One thing I would say is I remember when beginning the study most of the examples at the beginning were values such as 25, 50, and 75. Throughout my participation this led me to assume most of the graphs, 2D or 3D, were numbers similar to those rather than numbers such as 22, 56, or 77 for example.",topic_0,0.6520997449916061
48,I think that they should sample the entire population of UNL students instead of just the kids in stats. I think that the results would be more accurate and apply to the average student better.,topic_0,9.68314618365137e-309
49,I thought the study was set up pretty well. The only suggestion I would have would be maybe trying to reach more than just the stats class to see if those outside of the class would think the same as those within the class.,topic_0,9.868225579474945e-309
50,I feel that using an entry-level statistics course was not the best sample group because of the lack of care for the experiment by the students. Many of my classmates with whom I discussed this experiment emphasized how they just clicked through the answers. This will distort the findings not to be as accurate as they could be.,topic_0,0.11597914788105229
51,I can’t think of much exactly on what could’ve made the study better other then that they could label and organize things a little better they what they were I just feel like there was little instruction while participating in the study.,topic_0,0.08026749213352088
52,I honestly don't have many. Maybe the texture of the graph on the 3d printed version could make a difference? Use a smooth texture like it is depicted in the 2d render rather than a bumpy texture.,topic_0,0.6781424333401194
53,One critique that I have for the study is that students in a rush or not wanting to take the experiment could very easily mess with results from the study if they were to click that they want their data recorded on accident. I think that if you want more control over accurate results for the experiment you have to administer it to completely random/willing sample population.,topic_0,0.1320448164765292
54,I would say maybe a little more knowledge going into the study. While doing the experiment with the charts I was a little confused. I did in fact understand more after reading about it in the one article.,topic_0,0.5712587263525181
55,I would say that having more of the experiment packets would be good but the way that it was set up worked quite well. Being able to use any packet and then enter the information made it easy for me and easy to keep it randomized. One thing that might make the experiment more accurate is to put some sort of incentive for whoever does the best that way a student doesn't just randomly put an answer. I am not sure if that happened but I am assuming there is a slight possibility of it.,topic_0,0.14544360939399792
56,I don't have any real critiques. The only thing that would make it better would be if it was more convenient to take/participate in.,topic_0,0.060488649904345757
57,"No major changes need to be made. I feel like some visuals on the printed versions could be better, white colored labels, the same color for labels were hard to read and I think it messed with how I answered some things.",topic_0,0.038337247379559486
58,If we could get a little more information about what is going on with this study. I had no clue we could turn the graphs digitally and I didn't know there was 3D digital graphs.,topic_0,0.7553442572509416
59,"I think that having a little bit more background or instruction would have been nice. For example, I didn't know that I could move the 3-D graphs on the screen (because I wasn't told that they could be moved), and that might have impacted my results.",topic_0,1.0
60,I think clearer instructions on the experiment itself would have been helpful. Otherwise the study was pretty effective at containing the desired data.,topic_0,1.318825522351563e-308
61,The only thing  I would have made better is the grpghs because those were kind of confusing to me in what they were showing. This could juts be me and maybe im bad at reading graphs but I just thought that the correlation would have been explained a little better in all areas.,topic_0,0.6757140995490809
62,I think the study was great. It would be cool to see different age groups do this experiment as well or people who do not have proficient eye sight to see if the notice the distortion of the graphs at all. I really don't have any critiques for how it was done.,topic_0,0.6806841830411375
63,I think allowing people to type their responses rather than using a slider would have given more accurate results. This is because the sliders were largely unruly especially with a track pad.,topic_0,1.0
64,"I don't think that anything needs to change. I wonder why you had to be 19 to have results taken, this is something that all age groups should be able to do.",topic_0,0.10425044465559784
65,"I believe that having a bit more background or direction would have been nice. I didn't know that I could move around the graphs on the screen, because I was never aware that I could do that, and that could have made my results different.",topic_0,1.0
66,I dont have any critiques for this study. I also don't know what would of made it better.,topic_0,6.378476033965084e-309
67,"I really don't have any critiques for this study, but I would've liked the study better if we could input numbers in the graph comparisons directly, instead of using the slider. At least for me, it's easier for me to just input numbers, instead of messing with a slider until I think it looks either close enough or right.",topic_0,0.7528466491482082
68,I think that it could be shortened or have other parameters to follow. The context could be set earlier or give more information on the initial experiment.,topic_0,1.249912061908291e-308
69,"They should consider making more kits for the students to use. They could make it more obvious that the 3d digital graphs can be turned during the experiment using some kind of visual indicator(arrows, etc.) to signal this, I didn't realize you could manipulate the 3d digital graphs until I watched the presentation.",topic_0,0.7725556332373589
70,I think that the study should have been conducted in a shorter time frame because the amount of time between participating to all of the reflections was quite long and I found myself forgetting what I did in the previous steps of the study. I think the study would have been better if there was a higher sample size because the low sample size doesn't really tell you much about the actual significance because there were too few people to see the trend.,topic_0,0.045475447147178494
71,I have no major critiques on the study's design. I would suggest expanding the sample size and reaching out to other groups of people (not just introductory statistic students).,topic_0,0.07638324806557703
72,"I have concerns about the generalizability of this study. If it is only being conducted on college students, then the results can only be applied to college students. To use these results or data in the real world, the study will need to be expanded.",topic_0,8.664419388688227e-309
73,Perhaps it would be better to have a timed portion of picking out the 3D graphics to study visual graphical elements or elementally perceptual tasks on a quicker note.,topic_0,1.0
74,"I think another thing that could change the study is having 2D models going up against other graphs like 3D models and pie charts. There is more than one type of 3D graph. Each is different and provides a different purpose. 

I honestly wouldn't change too much though. The experiment made sense and the information found out in the presentation made everything in the study make way more sense.",topic_0,0.7621199475677284
75,"I think this study could have been made better by involving a wider group of individuals, not just members of the statistics department and their partners. This small group makes the study less generalizable to the larger population, and this could have been remedied by using a larger and more diverse sample group.",topic_0,0.05199803959256518
76,For me personally you could have made the graphs represent something that either I understood more or had some sort of relation to college students.,topic_0,0.7611674060261845
77,i dont have a ton of critiques of the expieriment maybe getting a broader range so you can generalize more but idrk,topic_0,0.03683224910423946
78,"To make the study better, it could have been randomized more. Also just adding more students to do the study to gather even more data. Otherwise, it was a well done experiment in my opinion.",topic_0,0.12523297389183
79,It would have been interesting to see if there would be a difference between 3D and 2D digital graphs and if those same graphs were printed on a piece of paper... does technology affect a person's perception?,topic_0,0.8074679930176774
80,"I honestly don’t know. I don’t have much experience with studies like this, most of my experience is with animals.",topic_0,0.08905266265590034
81,"Use a more diverse, randomized sample. Like younger or older participants.",topic_0,0.1112701176226038
82,I feel that it would have been nice to have got more information at the end on what the study was exactly for. I feel that it would have helped me to learn exactly why we did it and what the learning goals were for it.,topic_0,0.11661538827233582
83,"Some critiques I have of the study is that I would've some of the graphs shown, I didn't really understand that and I would've left some of them out.  I would've make this study better by having it be straight forward when people do the experiment.",topic_0,0.6222639668603679
84,"I do not really have any critiques of this study and its design. When I was taking the test for the study, it didn't really make sense as to what I was doing, but once I finished it and read the abstract, it all made sense as to why there wasn't much information as to what we were doing it for. The only thing that I think would have made the study better would be to include just a little more background information.",topic_0,0.05591221204450396
85,"I feel like one could lack some randomization, I might be wrong, but I feel like it kinda does a little bit just because some students had the same ones, and I even saw students working together in my class. Another critique could be based on whether there was one class in particular that did better; it could be because they were taught different things, or instructed differently things so maybe just fixing something like that. Lastly, possibly just share more about what it was kinda about beforehand if you get what I'm saying.",topic_0,0.0736466927382905
86,"I think some of the aspects of the digital study were a little confusing but that could very well have been user error. I think maybe color coding the graphs would be better than the shapes, especially on the digital graphs, just because sometimes it got confusing.",topic_0,1.0
87,I would say people don’t really have accuse to 3D printings of the graphs so they are likely more familiar with the 2D. I couldn’t really do anything but maybe use 3D with them before starting the study,topic_0,0.7419143291955934
88,"I think that this study was done well for the most part. The only thing I would change is how the models are labeled, because I would get slightly confused at some parts.",topic_0,0.07367636902213963
89,I think the bar graphs and data ratios could have been simplified.,topic_0,0.6587105445684909
90,The study was only for stats students so not a lot of generlization. The experiment also was a bit long and I feel like many students would start getting bored towards the end and just put guesses. I would also have assigned bags randomly to students instead of letting them just grab one just so that I don't have a large amount of students with a certain group.,topic_0,0.13872828228758036
91,"I think it was well-designed, especially with using random assignment. The random assignment assures the results can be valid.",topic_0,0.13132761034154233
92,"One thing that could have made the study better would be to include different numbers by which the graph is labeled. For instance, you tell the test taker that a certain graph goes by 20 or by 40 to try and see if the number the graph goes by affects the subjects response.",topic_0,1.0
93,"I don't have many critiques as I am not very well versed nor am I an expert on conducting studies in these fields. I think that there were no serious issues with the study, even a minor complaint such as there not being enough kits was mitigated by having the participants share the kits in class, which did not give less then enough time to complete the study since it was during a 50 minute class period and the study only takes around 25 minutes maximum.",topic_0,0.055569274836668875
94,"To be honest, having the purpose of the study with a deeper explanation would have helped me comprehend what we were doing better. The videos and abstract would be great ways to explain to them what is happening. Going into blindly made my classmates and I confused on some parts.",topic_0,0.09790206526868134
95,I think that the design should have had a short brief intro like before class started on what the experiment was trying to identify. I think if I knew what I was participating in I would have been more exact with the sliders. I would have been more serious about it and tried harder over all.,topic_0,1.0
96,"My biggest critique of this study is that the users can move around the digital 3D graphs. If the researchers are trying to mimic previous results where 3D graphs are harder to read than 2D as a control, I would imagine they would need to keep the 3D graphs in one plane of viewing only.",topic_0,0.7739476284971526
97,"I think that the study was pretty good, and ran smoothly. The only thing I would say is to make it a little shorter, because at the end of it I started not being as particular.",topic_0,0.07814298264597389
98,"A critique I have is to maybe give more information about the experiment. I had no idea what I was doing. Maybe that was a factor in the experiment, but if I had a slight idea of what exactly I was doing before the experiment I would have been more interested in my participation.",topic_0,0.04919771175538501
99,"I don’t really understand why it existed in the first place. If I had to pick something that could be improved, I guess I would suggest that the researchers provide a computer, rather than having the participants use their own.",topic_0,0.14568294830134393
100,I think the study should have been easier to understand going into it. I was very confused what I was participating in.,topic_0,0.09214846906820019
101,show the total values on the 3D graphs and they could of had use wear things to time how long people sleep.,topic_0,0.7920517812233482
102,I think that the study would have been better if we could type numbers into blanks instead of the slider. The slider was inconvenient to get the exact values that I wanted to get.,topic_0,1.0
103,"I think that the study may be hard to understand or follow for some participants who are not really familiar with these kinds of statistical things. It also confused me a lot. It can be improved by giving some simple background or explanation of the components in the study like ""what is 2D? what is 3D?"" before. Because sometimes one could do the instructions wrongly; not because they made mistakes unintentionally, but because they don't even know what is going on.",topic_0,1.0
104,"I think some things that could have made this study better would maybe have a more selective group of people to read the graphs. By only having participants who have a college degree or some sort of school certification, the results may be different.",topic_0,0.7452777522731985
105,I think that the study was really well put together. But I wish I knew a little more about the experiment before I participated in it. With my thoughts before hand and what to expect.,topic_0,0.0895265389341659
106,My critique would be to add more people to this sample and not just people from the unl stats department. I think its important to get people not in higher education to be able to make this experiment relevant to the general population.,topic_0,0.12812451836959698
107,"I think the design of this study is very well organized from what I've learned about statistics. However, I think this study with a small group of classes is fairly accurate. I would like to see more random selection throughout the university or the surrounding population to get to see how accurate it is compared to our study.",topic_0,9.73861083191076e-309
108,"I think replicating another study, Cleveland and McGill closely is bad because the results will be too similar. I think keeping the study close but adding in the researchers own take or variable would help. I think having a random group from many statistic classes is a good representation of most students at UNL.",topic_0,9.567621129587606e-309
109,"I don't have a lot. I'm not a researcher. Maybe the grad student who handed me the kit could afford to not be so rude to someone who volunteered to come in on their free time next time, but I didn't get his name.",topic_0,0.08392107651569011
110,"One critique I have is that the study might have benefited from a large, more diverse participant group to improve the accuracy of the results. Furthermore, the 3D printed graphs were innovative but could have introduced more variability on the print quality.",topic_0,0.7903637287057643
111,I think the participation would have been better if it happened at a set time instead of over office hours. Otherwise I thought it was interesting.,topic_0,0.08123889920339149
112,The only critique I have of this study was that a couple of my graphs were broken when I got them. Just making sure to keep the graphs looking good would make this study better.,topic_0,0.6876424484768806
113,"This study doesn't provide a lot of real-world examples aside from citing other studies and it makes grasping the applicability a little more difficult to do. I would have loved simply more examples of how this data can be applied to day-to-day contexts, presented in any format, I suppose.",topic_0,0.018323756127064272
114,"One critique I have is that the sample size seemed small since it was mostly people from the statistics department and their partners, which might not represent a wider group of people.",topic_0,0.04224867558962079
115,I think this study would have been better if we were informed just a little bit more of what exactly we were doing. A lot of people informed me of being confused.,topic_0,0.0925686968973586
116,The sample of people from the stats department may not be representative of the general population.,topic_0,9.118605633620663e-309
117,"I don't really have any critiques of the study itself but more of the timeline of events we completed. I think it would have been more beneficial to participate in the study then in the following week done the reflection, abstract and presentation. This way the participation is still fresh in our minds and not as hard to think back on.",topic_0,0.03927013570635855
118,The fact that they are using stats students as test subjects introduces issues as stats students are likely to be more acquainted with looking at graphs than many other people,topic_0,1.0
119,One critique is that is is very specific and it has little real life world application to a lot of things. Also another one is that it is not all about accuracy and more so could depend on the user instead.,topic_0,0.07499322367365444
120,"One thing that could have made the study better would be to include different numbers by which the graph is labeled. For instance, you tell the test taker that a certain graph goes by 20 or by 40 to try and see if the number the graph goes by affects the subjects response.",topic_0,1.0
121,I think the bar graphs and data ratios could have been simplified.,topic_0,0.6727465813381244
122,"I think that the study was pretty good, and ran smoothly. The only thing I would say is to make it a little shorter, because at the end of it I started not being as particular.",topic_0,0.0795678609053432
123,"I think it was well-designed, especially with using random assignment. The random assignment assures the results can be valid.",topic_0,0.13113442295662586
124,"My biggest critique of this study is that the users can move around the digital 3D graphs. If the researchers are trying to mimic previous results where 3D graphs are harder to read than 2D as a control, I would imagine they would need to keep the 3D graphs in one plane of viewing only.",topic_0,0.7681283587599389
125,"To be honest, having the purpose of the study with a deeper explanation would have helped me comprehend what we were doing better. The videos and abstract would be great ways to explain to them what is happening. Going into blindly made my classmates and I confused on some parts.",topic_0,0.09965809479985313
126,"I think that this study was done well for the most part. The only thing I would change is how the models are labeled, because I would get slightly confused at some parts.",topic_0,0.07450554319577035
127,"I don't have many critiques as I am not very well versed nor am I an expert on conducting studies in these fields. I think that there were no serious issues with the study, even a minor complaint such as there not being enough kits was mitigated by having the participants share the kits in class, which did not give less then enough time to complete the study since it was during a 50 minute class period and the study only takes around 25 minutes maximum.",topic_0,0.05819850015570682
128,I would say people don’t really have accuse to 3D printings of the graphs so they are likely more familiar with the 2D. I couldn’t really do anything but maybe use 3D with them before starting the study,topic_0,0.7549565396391317
129,"I feel like one could lack some randomization, I might be wrong, but I feel like it kinda does a little bit just because some students had the same ones, and I even saw students working together in my class. Another critique could be based on whether there was one class in particular that did better; it could be because they were taught different things, or instructed differently things so maybe just fixing something like that. Lastly, possibly just share more about what it was kinda about beforehand if you get what I'm saying.",topic_0,0.07345250539539454
130,"I think some of the aspects of the digital study were a little confusing but that could very well have been user error. I think maybe color coding the graphs would be better than the shapes, especially on the digital graphs, just because sometimes it got confusing.",topic_0,1.0
131,The study was only for stats students so not a lot of generlization. The experiment also was a bit long and I feel like many students would start getting bored towards the end and just put guesses. I would also have assigned bags randomly to students instead of letting them just grab one just so that I don't have a large amount of students with a certain group.,topic_0,0.13748176994563466
132,I think that the design should have had a short brief intro like before class started on what the experiment was trying to identify. I think if I knew what I was participating in I would have been more exact with the sliders. I would have been more serious about it and tried harder over all.,topic_0,1.0
133,"I think the design is pretty well laid-out. I suppose of anything, it could be good to get a wider variety in the people sampled, besides STAT218 students.",topic_0,0.06012311066569553
134,I think that making the bars right next to each other on everything would have help and maybe lines at every 50. I think that would help with more accurate answers.,topic_0,0.6919641963783357
135,"One critique is that the study mostly used participants from the Statistics department and their partners, which could lead to biased results since they might already be comfortable reading charts. Including a wider range of people with different backgrounds could make the results more general. Also, the instructions told people not to use tools like fingers to estimate, but it’s hard to control that—some may have still done it. It might have helped to track how confident participants felt about their answers, or to include a timed element to see how speed affected judgment. Finally, the 3D printed charts could vary slightly in quality depending on the print, which might affect results too.",topic_0,0.7531934040762156
136,I don't really have any critiques. Maybe just to have more knowledge during the experiment and what it was really asking me to do.,topic_0,0.10856651140684437
137,I do not have any critiques for this study. I believe that the study was well thought through and created so that anyone could participation. The breakdown of the experiment was a great aspect that helps with the short attention span of students.,topic_0,0.05020382279804823
138,"The only critique i have was that i was very confused the whole time. I couldnt understand what my responses were going to be used for, and couldnt tell if they would be focusing on which shape i chose or something different. I think better instructions couldve helped.",topic_0,0.10765983869546403
139,"I think it is a very interesting study, I think studying the difference in perception based on age category could add a lot of further insight into how our brains develop an ability to perceive the differences.",topic_0,0.14286565226459896
140,"I think the labeling of the bars could have been better. It was extremely difficult to answer what they actually wanted us too. However, part of me thinks they purposely did this because they wanted it to be difficult for us to tell the proportions of the bars.",topic_0,1.0
141,The studies small and non diverse sample limits widely the results can be applied. A more inclusive participant group would improve its reliability and impact.,topic_0,6.65482080524005e-309
142,I would have more than one experiment to ensure an unbiased result. Test each student multiple times instead of just once.,topic_0,0.13459537233815327
143,"*

Lack of control variables – If important factors weren’t controlled, it could lead to biased outcomes.

*

Measurement tools – If the study relied on subjective measures or poorly validated tools, results might be less reliable.",topic_0,7.28737737773031e-309
144,The study needed more than direction. I needed to know what exactly the study was going to be calculating. I liked learning about the different between 2D and 3D.,topic_0,1.0
145,"I found the 3D graphs in the bag instructions a bit confusing and unclear. The instructions seemed to direct me to an applet or website to view the 2D version, but I wasn’t sure whether I was supposed to focus on the 2D graphs online or the 3D graphs in person. I think the experience could be improved with clearer instructions right at the beginning.",topic_0,0.74979050212206
146,I personally learn better from hands on so I believe that the actual the 3D printed graph had a significant advantage over the non physical graphs. I would say that to make this experiment better questions about peoples learning preferences should be included to stop outliers and to decrease a skew in the results or at least find the solution for the skew.,topic_0,0.7735221949716462
147,"Overall I think this was a pretty solid experimental design. I would maybe gather participants in a more randomized way rather than just in a stats class, maybe college students in general or students in any type of math class.",topic_0,0.13309484045670908
148,Some critiques that I have is that a person vision was not taken into affect because different individuals may be near sided or have a hard time with eyesight which could have lead to skewed results.,topic_0,0.3752507681093388
149,"I do not have any critiques for this study and design. I like how, going into the experiment, the participants have little to no information on what they are participating in besides it being an experiment. This keeps the answers and their results authentic.",topic_0,0.09639938858254585
150,"One critique of the study is that the sample size may have been too small to generalize the results widely. Additionally, more diversity in participant demographics could have strengthened the findings. Including a follow-up or longitudinal component would have provided insight into whether the effects observed were lasting.",topic_0,6.462232498319405e-309
151,"My only critique about this study is that seeing all of the background information after we do the study seems a little pointless. If we did the study once before and then once again after getting all of the information, it would be interesting to see any differences.",topic_0,0.07984875341976362
152,I still don't quite understand the purpose of this study. Like what are they planing to do or use this information and study outcomes for? I know he explained how they want to add even more types of graphs to the study in the future but he never said what they want to use the results for.,topic_0,0.6541836331067776
153,"I do not have any particular critiques of this study and its design. I thought it was designed fairly well for its purpose, and I am not familiar with exactly how various studies ought to be designed. I suppose that a more random sample could improve the merit of the study. By this, I mean that the sample could have been random students in random classes and/or majors.",topic_0,0.06151332508470295
154,"One critique is that the sample size was relatively small, which might affect how generalizable the results are. The study could also benefit from more control over confounding variables, which would improve the reliability of the findings.",topic_0,6.841287459522225e-309
155,"I feel that having a bit more knowledge of what the experiment is for would have made it a bit more engaging. While I knew how to do it and the process, I was still unsure of the reasoning for it all.",topic_0,0.06151280417914641
156,I believe that this experiment would be better if we were explained what the experiment was for. I had a hard time taking the experiment seriously because I did not understand the purpose of what I was doing. So understanding what we are doing would make this study better.,topic_0,1.2487680310040656e-308
157,"The only critique that I have for this study is that it isn't engaging enough. In its defense this is a study about graphs and boring stuff like that, so it is going to be hard to make it engaging to people.",topic_0,0.6993005946547607
158,I think really explaining what the abstract was for during the first step would help them with better results. I was confused on what the purpose was so I felt as though I did not need to try as hard or get the correct results.,topic_0,1.0899491393024037e-308
159,I don't really have any critiques. The study maybe would have been better if at the beginning we were told why we were comparing 2d and 3d graphs.,topic_0,0.6667217054231588
160,They could have used some more data and tried to be more efficient. If they would have used more data they could have gotten a better idea of the experiment.,topic_0,0.07338846531387416
