"id","question","coding"
"0183b5973089456b9acd9e3ee94cd359","What.elements.of.experimental.design.such.as.randomization.or.the.use.of.a.control.group.do.you.think.were.present.in.the.experiment.Why",""
"0183b5973089456b9acd9e3ee94cd359","What.hypotheses.might.the.experimenter.have.been.testing",""
"0183b5973089456b9acd9e3ee94cd359","What.sources.of.error.are.involved.in.this.experiment",""
"0183b5973089456b9acd9e3ee94cd359","What.variables.were.examined.For.each.variable.identify.whether.it.was.quantitative.or.categorical",""
"0188e54dee0f5a607753820c74e2013f","As.of.today.I.am.at.least.19.years.of.age",""
"0188e54dee0f5a607753820c74e2013f","How.did.the.information.you.gained.from.the.components.of.this.project.participation.post.study.reflection.extended.abstract.presentation.differ",""
"0188e54dee0f5a607753820c74e2013f","If.you.had.to.hear.about.this.study.using.only.the.extended.abstract.or.only.the.presentation.which.one.would.you.prefer.Which.one.would.be.better.for.determining.whether.the.experiment.was.well.designed",""
"0188e54dee0f5a607753820c74e2013f","In.this.class.you.ll.be.learning.about.the.process.of.scientific.investigation.What.do.you.think.that.process.looks.like.from.the.perspective.of.a.researcher.compared.to.what.it.looks.like.from.the.perspective.of.someone.in.the.general.public.who.is.a.consumer.of.scientific.results.Write.a.paragraph.at.least.3.5.sentences.about.how.you.think.science.happens",""
"0188e54dee0f5a607753820c74e2013f","My.instructor.may.share.my.reflection.responses.with.the.researchers.in.this.study",""
"0188e54dee0f5a607753820c74e2013f","Paste.the.response.code.you.received.after.participating.in.the.graphics.experiment.here",""
"0188e54dee0f5a607753820c74e2013f","What.components.of.the.experiment.are.clearer.now.than.they.were.as.a.participant.What.questions.do.you.still.have.for.the.experimenter.Write.3.5.sentences.reflecting.on.the.abstract",""
"0188e54dee0f5a607753820c74e2013f","What.components.were.emphasized.in.the.presentation.that.weren.t.emphasized.in.the.abstract.Why.do.you.think.that.is",""
"0188e54dee0f5a607753820c74e2013f","What.critiques.do.you.have.of.this.study.and.its.design.What.would.have.made.the.study.better",""
"0188e54dee0f5a607753820c74e2013f","What.do.you.think.the.purpose.of.the.experiment.was",""
"0188e54dee0f5a607753820c74e2013f","What.elements.of.experimental.design.such.as.randomization.or.the.use.of.a.control.group.do.you.think.were.present.in.the.experiment.Why",""
"0188e54dee0f5a607753820c74e2013f","What.hypotheses.might.the.experimenter.have.been.testing",""
"0188e54dee0f5a607753820c74e2013f","What.sources.of.error.are.involved.in.this.experiment",""
"0188e54dee0f5a607753820c74e2013f","What.variables.were.examined.For.each.variable.identify.whether.it.was.quantitative.or.categorical","Accuracy - quantiative || Chart type - categorical || Judgement - quantitative || Size (A or B) - categorical || Spacing - categorical || Spacing - quantitative"
"01c89d6f7be28f302bc34137c54072cc","As.of.today.I.am.at.least.19.years.of.age",""
"01c89d6f7be28f302bc34137c54072cc","How.did.the.information.you.gained.from.the.components.of.this.project.participation.post.study.reflection.extended.abstract.presentation.differ",""
"01c89d6f7be28f302bc34137c54072cc","If.you.had.to.hear.about.this.study.using.only.the.extended.abstract.or.only.the.presentation.which.one.would.you.prefer.Which.one.would.be.better.for.determining.whether.the.experiment.was.well.designed",""
"01c89d6f7be28f302bc34137c54072cc","In.this.class.you.ll.be.learning.about.the.process.of.scientific.investigation.What.do.you.think.that.process.looks.like.from.the.perspective.of.a.researcher.compared.to.what.it.looks.like.from.the.perspective.of.someone.in.the.general.public.who.is.a.consumer.of.scientific.results.Write.a.paragraph.at.least.3.5.sentences.about.how.you.think.science.happens",""
"01c89d6f7be28f302bc34137c54072cc","My.instructor.may.share.my.reflection.responses.with.the.researchers.in.this.study",""
"01c89d6f7be28f302bc34137c54072cc","Paste.the.response.code.you.received.after.participating.in.the.graphics.experiment.here",""
"01c89d6f7be28f302bc34137c54072cc","What.components.of.the.experiment.are.clearer.now.than.they.were.as.a.participant.What.questions.do.you.still.have.for.the.experimenter.Write.3.5.sentences.reflecting.on.the.abstract",""
"01c89d6f7be28f302bc34137c54072cc","What.components.were.emphasized.in.the.presentation.that.weren.t.emphasized.in.the.abstract.Why.do.you.think.that.is",""
"01c89d6f7be28f302bc34137c54072cc","What.critiques.do.you.have.of.this.study.and.its.design.What.would.have.made.the.study.better",""
"01c89d6f7be28f302bc34137c54072cc","What.do.you.think.the.purpose.of.the.experiment.was",""
"01c89d6f7be28f302bc34137c54072cc","What.elements.of.experimental.design.such.as.randomization.or.the.use.of.a.control.group.do.you.think.were.present.in.the.experiment.Why",""
"01c89d6f7be28f302bc34137c54072cc","What.hypotheses.might.the.experimenter.have.been.testing",""
"01c89d6f7be28f302bc34137c54072cc","What.sources.of.error.are.involved.in.this.experiment",""
"01c89d6f7be28f302bc34137c54072cc","What.variables.were.examined.For.each.variable.identify.whether.it.was.quantitative.or.categorical",""
"02229e25fb4ced71521ca536ad7af9f4","As.of.today.I.am.at.least.19.years.of.age",""
"02229e25fb4ced71521ca536ad7af9f4","How.did.the.information.you.gained.from.the.components.of.this.project.participation.post.study.reflection.extended.abstract.presentation.differ",""
"02229e25fb4ced71521ca536ad7af9f4","If.you.had.to.hear.about.this.study.using.only.the.extended.abstract.or.only.the.presentation.which.one.would.you.prefer.Which.one.would.be.better.for.determining.whether.the.experiment.was.well.designed",""
"02229e25fb4ced71521ca536ad7af9f4","In.this.class.you.ll.be.learning.about.the.process.of.scientific.investigation.What.do.you.think.that.process.looks.like.from.the.perspective.of.a.researcher.compared.to.what.it.looks.like.from.the.perspective.of.someone.in.the.general.public.who.is.a.consumer.of.scientific.results.Write.a.paragraph.at.least.3.5.sentences.about.how.you.think.science.happens",""
"02229e25fb4ced71521ca536ad7af9f4","My.instructor.may.share.my.reflection.responses.with.the.researchers.in.this.study",""
"02229e25fb4ced71521ca536ad7af9f4","Paste.the.response.code.you.received.after.participating.in.the.graphics.experiment.here",""
"02229e25fb4ced71521ca536ad7af9f4","What.components.of.the.experiment.are.clearer.now.than.they.were.as.a.participant.What.questions.do.you.still.have.for.the.experimenter.Write.3.5.sentences.reflecting.on.the.abstract",""
"02229e25fb4ced71521ca536ad7af9f4","What.components.were.emphasized.in.the.presentation.that.weren.t.emphasized.in.the.abstract.Why.do.you.think.that.is",""
"02229e25fb4ced71521ca536ad7af9f4","What.critiques.do.you.have.of.this.study.and.its.design.What.would.have.made.the.study.better",""
"02229e25fb4ced71521ca536ad7af9f4","What.do.you.think.the.purpose.of.the.experiment.was",""
"02229e25fb4ced71521ca536ad7af9f4","What.elements.of.experimental.design.such.as.randomization.or.the.use.of.a.control.group.do.you.think.were.present.in.the.experiment.Why",""
"02229e25fb4ced71521ca536ad7af9f4","What.hypotheses.might.the.experimenter.have.been.testing",""
"02229e25fb4ced71521ca536ad7af9f4","What.sources.of.error.are.involved.in.this.experiment",""
"02229e25fb4ced71521ca536ad7af9f4","What.variables.were.examined.For.each.variable.identify.whether.it.was.quantitative.or.categorical","Size (A or B) - quantitative"
"0243bb92fc99f9350833fc1b2be05fdb","As.of.today.I.am.at.least.19.years.of.age",""
"0243bb92fc99f9350833fc1b2be05fdb","How.did.the.information.you.gained.from.the.components.of.this.project.participation.post.study.reflection.extended.abstract.presentation.differ",""
"0243bb92fc99f9350833fc1b2be05fdb","If.you.had.to.hear.about.this.study.using.only.the.extended.abstract.or.only.the.presentation.which.one.would.you.prefer.Which.one.would.be.better.for.determining.whether.the.experiment.was.well.designed",""
"0243bb92fc99f9350833fc1b2be05fdb","In.this.class.you.ll.be.learning.about.the.process.of.scientific.investigation.What.do.you.think.that.process.looks.like.from.the.perspective.of.a.researcher.compared.to.what.it.looks.like.from.the.perspective.of.someone.in.the.general.public.who.is.a.consumer.of.scientific.results.Write.a.paragraph.at.least.3.5.sentences.about.how.you.think.science.happens",""
"0243bb92fc99f9350833fc1b2be05fdb","My.instructor.may.share.my.reflection.responses.with.the.researchers.in.this.study",""
"0243bb92fc99f9350833fc1b2be05fdb","Paste.the.response.code.you.received.after.participating.in.the.graphics.experiment.here",""
"0243bb92fc99f9350833fc1b2be05fdb","What.components.of.the.experiment.are.clearer.now.than.they.were.as.a.participant.What.questions.do.you.still.have.for.the.experimenter.Write.3.5.sentences.reflecting.on.the.abstract",""
"0243bb92fc99f9350833fc1b2be05fdb","What.components.were.emphasized.in.the.presentation.that.weren.t.emphasized.in.the.abstract.Why.do.you.think.that.is",""
"0243bb92fc99f9350833fc1b2be05fdb","What.critiques.do.you.have.of.this.study.and.its.design.What.would.have.made.the.study.better",""
"0243bb92fc99f9350833fc1b2be05fdb","What.do.you.think.the.purpose.of.the.experiment.was",""
"0243bb92fc99f9350833fc1b2be05fdb","What.elements.of.experimental.design.such.as.randomization.or.the.use.of.a.control.group.do.you.think.were.present.in.the.experiment.Why",""
"0243bb92fc99f9350833fc1b2be05fdb","What.hypotheses.might.the.experimenter.have.been.testing",""
"0243bb92fc99f9350833fc1b2be05fdb","What.sources.of.error.are.involved.in.this.experiment",""
"0243bb92fc99f9350833fc1b2be05fdb","What.variables.were.examined.For.each.variable.identify.whether.it.was.quantitative.or.categorical",""
"02f311c04275af2c2aeb0e2a576af10a","As.of.today.I.am.at.least.19.years.of.age",""
"02f311c04275af2c2aeb0e2a576af10a","How.did.the.information.you.gained.from.the.components.of.this.project.participation.post.study.reflection.extended.abstract.presentation.differ",""
"02f311c04275af2c2aeb0e2a576af10a","If.you.had.to.hear.about.this.study.using.only.the.extended.abstract.or.only.the.presentation.which.one.would.you.prefer.Which.one.would.be.better.for.determining.whether.the.experiment.was.well.designed",""
"02f311c04275af2c2aeb0e2a576af10a","In.this.class.you.ll.be.learning.about.the.process.of.scientific.investigation.What.do.you.think.that.process.looks.like.from.the.perspective.of.a.researcher.compared.to.what.it.looks.like.from.the.perspective.of.someone.in.the.general.public.who.is.a.consumer.of.scientific.results.Write.a.paragraph.at.least.3.5.sentences.about.how.you.think.science.happens",""
"02f311c04275af2c2aeb0e2a576af10a","My.instructor.may.share.my.reflection.responses.with.the.researchers.in.this.study",""
"02f311c04275af2c2aeb0e2a576af10a","Paste.the.response.code.you.received.after.participating.in.the.graphics.experiment.here",""
"02f311c04275af2c2aeb0e2a576af10a","What.components.of.the.experiment.are.clearer.now.than.they.were.as.a.participant.What.questions.do.you.still.have.for.the.experimenter.Write.3.5.sentences.reflecting.on.the.abstract",""
"02f311c04275af2c2aeb0e2a576af10a","What.components.were.emphasized.in.the.presentation.that.weren.t.emphasized.in.the.abstract.Why.do.you.think.that.is",""
"02f311c04275af2c2aeb0e2a576af10a","What.critiques.do.you.have.of.this.study.and.its.design.What.would.have.made.the.study.better",""
"02f311c04275af2c2aeb0e2a576af10a","What.do.you.think.the.purpose.of.the.experiment.was",""
"02f311c04275af2c2aeb0e2a576af10a","What.elements.of.experimental.design.such.as.randomization.or.the.use.of.a.control.group.do.you.think.were.present.in.the.experiment.Why",""
"02f311c04275af2c2aeb0e2a576af10a","What.hypotheses.might.the.experimenter.have.been.testing",""
"02f311c04275af2c2aeb0e2a576af10a","What.sources.of.error.are.involved.in.this.experiment",""
"02f311c04275af2c2aeb0e2a576af10a","What.variables.were.examined.For.each.variable.identify.whether.it.was.quantitative.or.categorical","Judgement - quantitative || Size (A or B) - categorical"
"0311131294f84b930685d52df04f125a","As.of.today.I.am.at.least.19.years.of.age",""
"0311131294f84b930685d52df04f125a","How.did.the.information.you.gained.from.the.components.of.this.project.participation.post.study.reflection.extended.abstract.presentation.differ",""
"0311131294f84b930685d52df04f125a","If.you.had.to.hear.about.this.study.using.only.the.extended.abstract.or.only.the.presentation.which.one.would.you.prefer.Which.one.would.be.better.for.determining.whether.the.experiment.was.well.designed",""
"0311131294f84b930685d52df04f125a","In.this.class.you.ll.be.learning.about.the.process.of.scientific.investigation.What.do.you.think.that.process.looks.like.from.the.perspective.of.a.researcher.compared.to.what.it.looks.like.from.the.perspective.of.someone.in.the.general.public.who.is.a.consumer.of.scientific.results.Write.a.paragraph.at.least.3.5.sentences.about.how.you.think.science.happens",""
"0311131294f84b930685d52df04f125a","My.instructor.may.share.my.reflection.responses.with.the.researchers.in.this.study",""
"0311131294f84b930685d52df04f125a","Paste.the.response.code.you.received.after.participating.in.the.graphics.experiment.here",""
"0311131294f84b930685d52df04f125a","What.components.of.the.experiment.are.clearer.now.than.they.were.as.a.participant.What.questions.do.you.still.have.for.the.experimenter.Write.3.5.sentences.reflecting.on.the.abstract",""
"0311131294f84b930685d52df04f125a","What.components.were.emphasized.in.the.presentation.that.weren.t.emphasized.in.the.abstract.Why.do.you.think.that.is",""
"0311131294f84b930685d52df04f125a","What.critiques.do.you.have.of.this.study.and.its.design.What.would.have.made.the.study.better",""
"0311131294f84b930685d52df04f125a","What.do.you.think.the.purpose.of.the.experiment.was",""
"0311131294f84b930685d52df04f125a","What.elements.of.experimental.design.such.as.randomization.or.the.use.of.a.control.group.do.you.think.were.present.in.the.experiment.Why",""
"0311131294f84b930685d52df04f125a","What.hypotheses.might.the.experimenter.have.been.testing",""
"0311131294f84b930685d52df04f125a","What.sources.of.error.are.involved.in.this.experiment","Careless responders"
"0311131294f84b930685d52df04f125a","What.variables.were.examined.For.each.variable.identify.whether.it.was.quantitative.or.categorical","Correct or not - categorical || Unsure"
"036e36669f0e7e0096298bf9baa7a27b","As.of.today.I.am.at.least.19.years.of.age",""
"036e36669f0e7e0096298bf9baa7a27b","How.did.the.information.you.gained.from.the.components.of.this.project.participation.post.study.reflection.extended.abstract.presentation.differ",""
"036e36669f0e7e0096298bf9baa7a27b","If.you.had.to.hear.about.this.study.using.only.the.extended.abstract.or.only.the.presentation.which.one.would.you.prefer.Which.one.would.be.better.for.determining.whether.the.experiment.was.well.designed",""
"036e36669f0e7e0096298bf9baa7a27b","In.this.class.you.ll.be.learning.about.the.process.of.scientific.investigation.What.do.you.think.that.process.looks.like.from.the.perspective.of.a.researcher.compared.to.what.it.looks.like.from.the.perspective.of.someone.in.the.general.public.who.is.a.consumer.of.scientific.results.Write.a.paragraph.at.least.3.5.sentences.about.how.you.think.science.happens",""
"036e36669f0e7e0096298bf9baa7a27b","My.instructor.may.share.my.reflection.responses.with.the.researchers.in.this.study",""
"036e36669f0e7e0096298bf9baa7a27b","Paste.the.response.code.you.received.after.participating.in.the.graphics.experiment.here",""
"036e36669f0e7e0096298bf9baa7a27b","What.components.of.the.experiment.are.clearer.now.than.they.were.as.a.participant.What.questions.do.you.still.have.for.the.experimenter.Write.3.5.sentences.reflecting.on.the.abstract",""
"036e36669f0e7e0096298bf9baa7a27b","What.components.were.emphasized.in.the.presentation.that.weren.t.emphasized.in.the.abstract.Why.do.you.think.that.is",""
"036e36669f0e7e0096298bf9baa7a27b","What.critiques.do.you.have.of.this.study.and.its.design.What.would.have.made.the.study.better",""
"036e36669f0e7e0096298bf9baa7a27b","What.do.you.think.the.purpose.of.the.experiment.was",""
"036e36669f0e7e0096298bf9baa7a27b","What.elements.of.experimental.design.such.as.randomization.or.the.use.of.a.control.group.do.you.think.were.present.in.the.experiment.Why",""
"036e36669f0e7e0096298bf9baa7a27b","What.hypotheses.might.the.experimenter.have.been.testing",""
"036e36669f0e7e0096298bf9baa7a27b","What.sources.of.error.are.involved.in.this.experiment",""
"036e36669f0e7e0096298bf9baa7a27b","What.variables.were.examined.For.each.variable.identify.whether.it.was.quantitative.or.categorical","Chart type - categorical || Judgement - quantitative"
"036e3c800a520826382c9d57ea321c23","As.of.today.I.am.at.least.19.years.of.age",""
"036e3c800a520826382c9d57ea321c23","How.did.the.information.you.gained.from.the.components.of.this.project.participation.post.study.reflection.extended.abstract.presentation.differ",""
"036e3c800a520826382c9d57ea321c23","If.you.had.to.hear.about.this.study.using.only.the.extended.abstract.or.only.the.presentation.which.one.would.you.prefer.Which.one.would.be.better.for.determining.whether.the.experiment.was.well.designed",""
"036e3c800a520826382c9d57ea321c23","In.this.class.you.ll.be.learning.about.the.process.of.scientific.investigation.What.do.you.think.that.process.looks.like.from.the.perspective.of.a.researcher.compared.to.what.it.looks.like.from.the.perspective.of.someone.in.the.general.public.who.is.a.consumer.of.scientific.results.Write.a.paragraph.at.least.3.5.sentences.about.how.you.think.science.happens",""
"036e3c800a520826382c9d57ea321c23","My.instructor.may.share.my.reflection.responses.with.the.researchers.in.this.study",""
"036e3c800a520826382c9d57ea321c23","Paste.the.response.code.you.received.after.participating.in.the.graphics.experiment.here",""
"036e3c800a520826382c9d57ea321c23","What.components.of.the.experiment.are.clearer.now.than.they.were.as.a.participant.What.questions.do.you.still.have.for.the.experimenter.Write.3.5.sentences.reflecting.on.the.abstract",""
"036e3c800a520826382c9d57ea321c23","What.components.were.emphasized.in.the.presentation.that.weren.t.emphasized.in.the.abstract.Why.do.you.think.that.is",""
"036e3c800a520826382c9d57ea321c23","What.critiques.do.you.have.of.this.study.and.its.design.What.would.have.made.the.study.better",""
"036e3c800a520826382c9d57ea321c23","What.do.you.think.the.purpose.of.the.experiment.was",""
"036e3c800a520826382c9d57ea321c23","What.elements.of.experimental.design.such.as.randomization.or.the.use.of.a.control.group.do.you.think.were.present.in.the.experiment.Why",""
"036e3c800a520826382c9d57ea321c23","What.hypotheses.might.the.experimenter.have.been.testing",""
"036e3c800a520826382c9d57ea321c23","What.sources.of.error.are.involved.in.this.experiment",""
"036e3c800a520826382c9d57ea321c23","What.variables.were.examined.For.each.variable.identify.whether.it.was.quantitative.or.categorical","Correct or not - categorical"
"039c34537cdaadfc29787cd4bb4ff5f7","As.of.today.I.am.at.least.19.years.of.age",""
"039c34537cdaadfc29787cd4bb4ff5f7","How.did.the.information.you.gained.from.the.components.of.this.project.participation.post.study.reflection.extended.abstract.presentation.differ",""
"039c34537cdaadfc29787cd4bb4ff5f7","If.you.had.to.hear.about.this.study.using.only.the.extended.abstract.or.only.the.presentation.which.one.would.you.prefer.Which.one.would.be.better.for.determining.whether.the.experiment.was.well.designed",""
"039c34537cdaadfc29787cd4bb4ff5f7","In.this.class.you.ll.be.learning.about.the.process.of.scientific.investigation.What.do.you.think.that.process.looks.like.from.the.perspective.of.a.researcher.compared.to.what.it.looks.like.from.the.perspective.of.someone.in.the.general.public.who.is.a.consumer.of.scientific.results.Write.a.paragraph.at.least.3.5.sentences.about.how.you.think.science.happens",""
"039c34537cdaadfc29787cd4bb4ff5f7","My.instructor.may.share.my.reflection.responses.with.the.researchers.in.this.study",""
"039c34537cdaadfc29787cd4bb4ff5f7","Paste.the.response.code.you.received.after.participating.in.the.graphics.experiment.here",""
"039c34537cdaadfc29787cd4bb4ff5f7","What.components.of.the.experiment.are.clearer.now.than.they.were.as.a.participant.What.questions.do.you.still.have.for.the.experimenter.Write.3.5.sentences.reflecting.on.the.abstract",""
"039c34537cdaadfc29787cd4bb4ff5f7","What.components.were.emphasized.in.the.presentation.that.weren.t.emphasized.in.the.abstract.Why.do.you.think.that.is",""
"039c34537cdaadfc29787cd4bb4ff5f7","What.critiques.do.you.have.of.this.study.and.its.design.What.would.have.made.the.study.better",""
"039c34537cdaadfc29787cd4bb4ff5f7","What.do.you.think.the.purpose.of.the.experiment.was",""
"039c34537cdaadfc29787cd4bb4ff5f7","What.elements.of.experimental.design.such.as.randomization.or.the.use.of.a.control.group.do.you.think.were.present.in.the.experiment.Why",""
"039c34537cdaadfc29787cd4bb4ff5f7","What.hypotheses.might.the.experimenter.have.been.testing",""
"039c34537cdaadfc29787cd4bb4ff5f7","What.sources.of.error.are.involved.in.this.experiment",""
"039c34537cdaadfc29787cd4bb4ff5f7","What.variables.were.examined.For.each.variable.identify.whether.it.was.quantitative.or.categorical","Size (A or B) - quantitative || Height of graph"
"039f240fcad4eb4a9fb29e02fde12cf2","As.of.today.I.am.at.least.19.years.of.age",""
"039f240fcad4eb4a9fb29e02fde12cf2","How.did.the.information.you.gained.from.the.components.of.this.project.participation.post.study.reflection.extended.abstract.presentation.differ",""
"039f240fcad4eb4a9fb29e02fde12cf2","If.you.had.to.hear.about.this.study.using.only.the.extended.abstract.or.only.the.presentation.which.one.would.you.prefer.Which.one.would.be.better.for.determining.whether.the.experiment.was.well.designed",""
"039f240fcad4eb4a9fb29e02fde12cf2","In.this.class.you.ll.be.learning.about.the.process.of.scientific.investigation.What.do.you.think.that.process.looks.like.from.the.perspective.of.a.researcher.compared.to.what.it.looks.like.from.the.perspective.of.someone.in.the.general.public.who.is.a.consumer.of.scientific.results.Write.a.paragraph.at.least.3.5.sentences.about.how.you.think.science.happens",""
"039f240fcad4eb4a9fb29e02fde12cf2","My.instructor.may.share.my.reflection.responses.with.the.researchers.in.this.study",""
"039f240fcad4eb4a9fb29e02fde12cf2","Paste.the.response.code.you.received.after.participating.in.the.graphics.experiment.here",""
"039f240fcad4eb4a9fb29e02fde12cf2","What.components.of.the.experiment.are.clearer.now.than.they.were.as.a.participant.What.questions.do.you.still.have.for.the.experimenter.Write.3.5.sentences.reflecting.on.the.abstract",""
"039f240fcad4eb4a9fb29e02fde12cf2","What.components.were.emphasized.in.the.presentation.that.weren.t.emphasized.in.the.abstract.Why.do.you.think.that.is",""
"039f240fcad4eb4a9fb29e02fde12cf2","What.critiques.do.you.have.of.this.study.and.its.design.What.would.have.made.the.study.better",""
"039f240fcad4eb4a9fb29e02fde12cf2","What.do.you.think.the.purpose.of.the.experiment.was",""
"039f240fcad4eb4a9fb29e02fde12cf2","What.elements.of.experimental.design.such.as.randomization.or.the.use.of.a.control.group.do.you.think.were.present.in.the.experiment.Why",""
"039f240fcad4eb4a9fb29e02fde12cf2","What.hypotheses.might.the.experimenter.have.been.testing",""
"039f240fcad4eb4a9fb29e02fde12cf2","What.sources.of.error.are.involved.in.this.experiment",""
"039f240fcad4eb4a9fb29e02fde12cf2","What.variables.were.examined.For.each.variable.identify.whether.it.was.quantitative.or.categorical","Chart type - categorical || Judgement - quantitative"
"03b0aacf59d5ee77a38f456835f841d1","As.of.today.I.am.at.least.19.years.of.age",""
"03b0aacf59d5ee77a38f456835f841d1","How.did.the.information.you.gained.from.the.components.of.this.project.participation.post.study.reflection.extended.abstract.presentation.differ",""
"03b0aacf59d5ee77a38f456835f841d1","If.you.had.to.hear.about.this.study.using.only.the.extended.abstract.or.only.the.presentation.which.one.would.you.prefer.Which.one.would.be.better.for.determining.whether.the.experiment.was.well.designed",""
"03b0aacf59d5ee77a38f456835f841d1","In.this.class.you.ll.be.learning.about.the.process.of.scientific.investigation.What.do.you.think.that.process.looks.like.from.the.perspective.of.a.researcher.compared.to.what.it.looks.like.from.the.perspective.of.someone.in.the.general.public.who.is.a.consumer.of.scientific.results.Write.a.paragraph.at.least.3.5.sentences.about.how.you.think.science.happens",""
"03b0aacf59d5ee77a38f456835f841d1","My.instructor.may.share.my.reflection.responses.with.the.researchers.in.this.study",""
"03b0aacf59d5ee77a38f456835f841d1","Paste.the.response.code.you.received.after.participating.in.the.graphics.experiment.here",""
"03b0aacf59d5ee77a38f456835f841d1","What.components.of.the.experiment.are.clearer.now.than.they.were.as.a.participant.What.questions.do.you.still.have.for.the.experimenter.Write.3.5.sentences.reflecting.on.the.abstract",""
"03b0aacf59d5ee77a38f456835f841d1","What.components.were.emphasized.in.the.presentation.that.weren.t.emphasized.in.the.abstract.Why.do.you.think.that.is",""
"03b0aacf59d5ee77a38f456835f841d1","What.critiques.do.you.have.of.this.study.and.its.design.What.would.have.made.the.study.better",""
"03b0aacf59d5ee77a38f456835f841d1","What.do.you.think.the.purpose.of.the.experiment.was",""
"03b0aacf59d5ee77a38f456835f841d1","What.elements.of.experimental.design.such.as.randomization.or.the.use.of.a.control.group.do.you.think.were.present.in.the.experiment.Why",""
"03b0aacf59d5ee77a38f456835f841d1","What.hypotheses.might.the.experimenter.have.been.testing",""
"03b0aacf59d5ee77a38f456835f841d1","What.sources.of.error.are.involved.in.this.experiment",""
"03b0aacf59d5ee77a38f456835f841d1","What.variables.were.examined.For.each.variable.identify.whether.it.was.quantitative.or.categorical","Accuracy - quantiative"
"03ddc01c8e0322900ff341a10a5a2bd6","As.of.today.I.am.at.least.19.years.of.age",""
"03ddc01c8e0322900ff341a10a5a2bd6","How.did.the.information.you.gained.from.the.components.of.this.project.participation.post.study.reflection.extended.abstract.presentation.differ",""
