document_index,document,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
10,The first variable was which peak in the chart was the tallest between the two. This is categorical. The second variable was how big the difference between the two peaks are and this is quantitative.,1.0,1.8280658135360127e-308,1.9004375613256427e-308,3.1959457544348023e-308,6.823237959268922e-308,2.9422301121600403e-308,2.221023011759433e-308,2.1243006263030306e-308,2.776168290738318e-308,1.769236006902928e-308
11,"2D vs. 3D graphs; categorical 

A number out of 100; quantitative",0.0640722643695078,0.026921053035473267,0.02308515063381016,0.030418637175024795,0.1004604264436811,0.02867278703457516,0.025235928822733414,0.026578931123038087,0.050476890115193906,0.025601092698055616
12,"How close we were to guessing the percent compared to the other bar. This would be quantitative. Also guessing which bar was bigger, which was categorical.",1.6331733302414894e-308,1.4320762814077556e-308,1.0,1.7964140424450576e-308,1.5268741691645253e-308,6.27774259232316e-308,3.448683209248597e-308,1.8399624883925506e-308,1.089771975940616e-308,1.274092168023895e-308
13,"Interpreting 3D graph correctly- categorical

3D compared to 2D- categorical",0.06564869505245344,0.026798715886036308,0.022882685080714508,0.030801466211179414,0.0971507824827073,0.02850532336818776,0.02495843008154999,0.02669576680986055,0.05239839476029433,0.0256829017181097
14,The variables were the answers of the subjects on which bar as smaller. This can be a categorical variable,2.578217354355098e-308,2.179051741043228e-308,4.946623916534997e-308,3.6994339756514205e-308,2.007569843782107e-308,1.0,4.982950812803315e-308,3.219044914918085e-308,1.563195136817944e-308,1.849939588287576e-308
15,More accurate description - categorical,1.5014427056811335e-308,1.840022637211669e-308,1.354596869718787e-308,1.8779145351811292e-308,1.437262787602876e-308,1.751377524909005e-308,1.6818546154068054e-308,3.4404358011264417e-308,1.689811166014088e-308,1.0
16,"1) Type of graph (categorical)
2) Student observations (quantitative)
3) Student characteristics (categorical)",0.2830451289458076,0.033814212734529434,0.031244557119607923,0.05416391939998349,0.21403368235658474,0.04139362587633709,0.03489070002265544,0.03748390249583045,0.10181164430547246,0.03377385765634478
17,"the categorical variables were: type of chart (2D, 3D Digital, 3D printed), determining which bar was smaller, and whether it was adjacent or separated. 

the quantitative variable was the number we put (on the slider) on the difference between the smaller and larger bar",0.33316572368548747,0.042580944329279474,0.03677043766680155,0.09189888691317256,0.12493919084805541,0.05272409206358692,0.04284033140799398,0.050939555436698994,0.13666443672368964,0.049462722967537044
18,"The bar graphs, percentages were quantitative.",0.09271542593474642,0.043496983355512546,0.06922271067959472,0.07768919948684906,0.06786428434106594,0.14225302014623933,0.0690842196912187,0.06055847304097661,0.04189107898683658,0.037266054728788085
19,The variables that are examined are the blocks and the numbers which are all categorical.,0.0499420601423405,0.46770715816196484,0.03803010095243814,0.052170137906790266,0.04309906861703442,0.056676892338447846,0.06155301523970646,0.04727316775156706,0.042028392524282455,0.05965320766253381
20,"The study was a little bit ago so I am going to do my best to remember, but we were asked to compare 2 variables in a bar graph and compare their hights based off how much of a percentage they were bigger or smaller than the other. They were quantitative variables.",0.03661788020912518,0.027183232219779547,0.05326553350483639,0.040186208237244614,0.02935347165499856,0.12287640572942848,0.05247314117212586,0.03432019718811609,0.019882531638796098,0.021687641310905104
21,The explanatory variable could have been color of graph (categorical) and the response could have been accuracy of estimation of values (categorical).,1.0,1.5039010820411166e-308,1.3972299521646575e-308,2.850198483078796e-308,6.365646347323865e-308,1.9236244776546824e-308,1.552001369219831e-308,1.7263601816011667e-308,3.9113186296773537e-308,1.5070969426960653e-308
22,"Height: categorical 

color: categorical",1.620502497960803e-308,2.1908965537779954e-308,1.3964147131842393e-308,1.9704367725493503e-308,1.5512367074058325e-308,1.8853625449546185e-308,1.8697271494444224e-308,2.974955130353723e-308,1.791096504199729e-308,1.0
23,"Variables that were examined were 2D chart v.s 3D chart, that would be categorical. And how big/small was letter A to letter B for a 2D and 3D chart, that would be quantitative.",0.07857833613069753,0.029502705967136552,0.022858079979799585,0.06785591138917066,0.0491112686190887,0.0361619198215831,0.02721341922052078,0.0379046953392819,0.057714112821341736,0.03322034062448345
24,"Variables that were examined include whether 3D digital, 2D digital, or 3D physical models are easier to understand/are better, which would be categorical and how close people are to estimating the correct lengths of the bars, which would be quantitative.",0.061581134473787894,0.033261990411422186,0.024784811068554114,0.06286456697951885,0.0454556852716085,0.03583965692033582,0.028644874398379334,0.045090691341541866,0.08856842063210879,0.04113013703783666
25,"2D and 3D shape designs  - categorical 

Perceived height compared to actual taller or shorter - categorical 

Peoples ratio of judged heights - categorical (numerical)",0.04654900200811107,0.09923555619774374,0.032384096325430795,0.0443209538341433,0.041880486456338246,0.05408055777194491,0.05321267979407279,0.042317415663149796,0.036174506963857135,0.052726493969874416
26,"One variable examined is the ratio between different bars on a bar graph. This variable is quantitative because the ratios are number values. Another variable is the chart type. This variable is categorical because the three types of graphs are 2D graphs, 3D digital graphs, and 3D printed graphs.",0.40860058245855024,0.03715760430589628,0.032537156546925856,0.07617467864693576,0.12769150716720223,0.046337010390043745,0.037878343293014184,0.04314214763369832,0.11112285497787192,0.041344436622164485
27,"Correct bar chosen, categorical 

Ration of the bar, quantitative",1.449739889264884e-308,1.330979111004017e-308,1.0,1.552246177822152e-308,1.4038817557472813e-308,4.1667901120721253e-308,2.9613232632136783e-308,1.6608109549395325e-308,1.0247846095151797e-308,1.213280691744843e-308
28,Did the student guess correctly? Categorical,0.026428419569459773,0.029413360005145616,0.02533309714668523,0.0359062031748186,0.024225204891148683,0.03246492334769635,0.02858806469945994,0.11377137062419694,0.028454879148679443,0.1980998977793278
29,"Variables examined: Age, specific school (university), class, grades

 Age: Quantitative

Specific School (university): Categorical

Class: Categorical

Grades: Categorical",3.6641831206225843e-308,1.870182058499924e-308,1.9321720415003415e-308,1.0,2.1238089122479944e-308,3.6669042540649337e-308,2.0901581486771736e-308,3.530202104998148e-308,2.1446513913362924e-308,1.9491990503742275e-308
30,"The student's perception of height analysis - categorical

Height of the building - quantitative",0.04022912022067444,0.10915181212791378,0.034303792578216724,0.037971955430865637,0.03631465363685007,0.05638196034145407,0.0678337785989726,0.039756435319187045,0.03000774987924636,0.05093049085128551
31,"Explanatory: Which block is larger (quantitative)

Response: Student estimate (quantitative)",1.6611673062518926e-308,1.0,1.4084526641598196e-308,1.7399139883078607e-308,1.460313861556904e-308,2.1225763371054795e-308,2.427442045468882e-308,1.6362197834227136e-308,1.352927488027212e-308,1.9533704381676133e-308
32,The variables examined were the shape things we were given and it is categorical.,0.047778728291690435,0.04667869375969849,0.024097447527219387,0.06840463975002431,0.030966989971656866,0.045651989792963005,0.03378872282495071,0.03925647738660777,0.030706802762361044,0.0383995102765112
33,the percentage of size one bar is compared to another -- quantitative,1.526370772916949e-308,1.3931921560736553e-308,1.0,1.63750680557235e-308,1.4707604548553133e-308,4.761705181252852e-308,3.183282070448267e-308,1.696744685940676e-308,1.0470574231426225e-308,1.2210369189305595e-308
34,"Whether or not the student chose the correct answer- categorical

the percent that the students guessed- quantitative",1.642528891979949e-308,1.474501673798414e-308,1.5626629192436257e-308,2.5766393958283234e-308,1.4078483244276434e-308,2.0389940829846784e-308,1.58855689694227e-308,1.0,1.693933727637066e-308,3.4282160421364964e-308
35,"2D or 3D = categorical

Correct value or Incorrect value = quantitative",0.037810797676386856,0.03778308741304398,0.022410101978869067,0.040612875288476194,0.03258078604078846,0.03187191641626465,0.0262770189169562,0.04004228678479177,0.05157357953600656,0.043045209018911304
36,"What percentage of a bar compared to another in the physical/digital graphs - Quantitative

Whether the graph/bar is physical/digital - categorical.",0.14924035918687872,0.055556586077662125,0.08300406261675386,0.07145941302519626,0.2013980248185633,0.09630058333208637,0.08096693549119807,0.06555152515669987,0.06695914575261398,0.05089168046617514
37,"The variables examined are categorical, as we are testing understanding of graphs, which is kind of a yes or no question, you either understand or you didn't. A variable that could have been examined by this is if more students guessed values correctly on the 3D graph or the online 2D graphs.",0.2311614545866217,0.04076949336948315,0.03483709623654567,0.06852096879085272,0.12985404542182588,0.04877196578974573,0.03937031878446129,0.04502739883926026,0.09251412354130571,0.03879614974485494
38,accuracy of data to graph and it would be quantitative because it is a numerical response,0.13468522115365067,0.030445098406063943,0.033417845089926686,0.051286091984904275,0.40075434504823304,0.04280661473185563,0.034429996597703474,0.03949376528327882,0.08613377435875934,0.03246816280815205
39,"Whether the person said the point on the block was taller or shorter: Categorical

The height the person said the point on the block was: Quantitative",1.724165745464736e-308,1.0,1.5990452409079217e-308,1.8112066996829223e-308,1.5527929466213567e-308,2.442760046641354e-308,3.2032398497202706e-308,1.804379768612959e-308,1.378922977464763e-308,2.295415933353347e-308
40,the difference between shapes and it was quantitative,0.027312901217774587,0.06309634388148688,0.03859983504473875,0.03298632424073628,0.024298785817899547,0.060892121596240176,0.08009746530431307,0.03848178911388187,0.020721411878070653,0.0384887203786468
41,* heights of blocks: quantitive,1.5416171321965457e-308,1.0,1.416958795218771e-308,1.6041695050994575e-308,1.4018483438393575e-308,2.013318635230552e-308,2.5502558994145544e-308,1.582281115823159e-308,1.2899768969741893e-308,2.024036685820817e-308
42,I think the variable is if they guess the right block and thats categorical.,0.053379211726463476,0.4423974338069595,0.03981204690898291,0.055889926400991656,0.045627355527478985,0.05983843519245353,0.06382428469143067,0.049974444714222487,0.04468204856447312,0.0627080137636494
43,"Students answer- quantitative

how accurate their answer was- quantitative",1.659855882944632e-308,1.426154550208391e-308,1.571905391688698e-308,2.614912509131774e-308,1.426557083825358e-308,2.0261376454846384e-308,1.551064488343472e-308,1.0,1.7306423246467046e-308,3.023685844891855e-308
44,"Graphs and percentages were given to the students, but finding if they choose the correct percentage is categorical.",1.6566451569685465e-308,1.499452936730469e-308,1.523930067021835e-308,2.487635379694142e-308,1.429641389964981e-308,2.003079086196877e-308,1.588293386799197e-308,1.0,1.744730160276446e-308,3.832036666364826e-308
45,"The variable examined was the different column sizes of 3D blocks. This would make it categorical.

(*I did the online version due to a COVID diagnosis so I'm not sure if things were different in-person.*)",0.06104725169884723,0.3876135424657555,0.04329661931500664,0.06423171915054003,0.05123770446787388,0.0660300650061551,0.06765725733796413,0.055934650823610745,0.051019058969494914,0.07006533206185753
46,whether or not the comparison of triangle and circle was correct-categorical,0.04854161967414296,0.0641444763763381,0.1018471447991947,0.045843651370024184,0.044509985503237606,0.07986536175486637,0.3768462240833857,0.046946783694295,0.03554018681530507,0.048710032727937315
47,One quantitative variable is the percentage/amount of difference in each bar. A categorical variable is whether the individual thinks one bar is bigger/smaller than another. Another categorical variable is whether the bar graph is a 3D model or graphic on a computer/screen.,1.0,1.7245112606594126e-308,1.6092379932361167e-308,3.621988791157818e-308,6.075012712674385e-308,2.420568213347803e-308,1.8979913856858945e-308,1.9834810554056066e-308,3.2666983332607647e-308,1.7737453762481805e-308
48,I would say the experiment was more categorical than quantitative.,0.05172962086527752,0.04736558844657795,0.057087249384765386,0.1437809344421356,0.03852174717107671,0.14007282178808111,0.062445458679182254,0.12299500746542787,0.036946669556285894,0.046644853889003204
49,"Accuracy of answers may have been a variable (ie. how close to the correct answer each answer was), and that would have been a categorical variable. Another variable would have been the participant within the study, such as if they were male or female, and that would have also been a categorical variable.",4.027850781686916e-308,1.838865564136705e-308,1.695702554018491e-308,1.0,2.2401650529477317e-308,2.931347754379068e-308,1.9214016050713313e-308,3.170135669056682e-308,2.4902897219189335e-308,2.1500982440738275e-308
50,"independent: form of data (categorical)

dependent: accuracy of data interpretation (quantitative)",0.040873043942079815,0.022714515257516683,0.013881093542799964,0.025978302168544957,0.035588032501197416,0.01836572281973573,0.017248195367327405,0.01948701185432463,0.058295341959828044,0.02606321599960991
51,The hights of the blocks were they variable examined and that is a quantitative variable.,1.722078945941431e-308,1.0,1.425712794327642e-308,1.796186615382791e-308,1.4974367270148124e-308,2.175045854142596e-308,2.4874454894060457e-308,1.654721356367179e-308,1.372515483414048e-308,1.965726897197492e-308
52,They examined the estimated size ratio using a percentage. This would be mostly quantitative because they are valuing a number. They also could be testing if you are correct or not which would classify more as categorical.,0.049024992258766005,0.045650757697935654,0.07363885660792219,0.07253608321481554,0.04046663841256836,0.13581176463549943,0.07911296704160863,0.10306587400313459,0.034516596987717224,0.050503261483569734
53,Which graph was smaller which is categorical and what percentage the bar was in relation to the other bar which was quantitative.,0.13214811811578372,0.057142191556563283,0.09636839109476998,0.07279764090215535,0.1871553492153144,0.09900653067767824,0.0860400614758473,0.06941895954632452,0.0683095606461489,0.05294151269324208
54,They were categorical and it was a circle or triangle.,0.04302990209472159,0.06049919621792288,0.08406278765802393,0.04139694695600677,0.039191395741299644,0.07033008866918418,0.4346290135720736,0.042661364000519876,0.03170630682790193,0.045288465061072584
55,"It was a quantitative variable that was determined as we had to always enter a number for the graphs. Then from the results we can conclude many categorical variables such as if age, gender, or any other variables have a trend with corresponding answers.",1.0,1.6547013741004083e-308,1.461935561408183e-308,3.7888506821760475e-308,4.805061705755759e-308,2.139675530759969e-308,1.663388441589908e-308,1.901675421088864e-308,3.38440380458509e-308,1.630849838207697e-308
56,The variables that were examined were the test we chose which would be categorical and the amount of tests we did which were quantitative.,3.3612815323677533e-308,1.857903975530058e-308,1.9688661140344314e-308,1.0,2.037087095857342e-308,3.713653439328382e-308,2.0831235569856044e-308,3.723039181012536e-308,2.081193140185676e-308,1.9152197863772224e-308
57,"Length- quantitative

Age- categorical

Gender- categorical",0.04322010962430566,0.04584982561492924,0.035840535239110634,0.0512637843141455,0.0410940215859548,0.047799123442637585,0.04485837228050731,0.08156648979477245,0.04659236078667638,0.19764252894351206
58,the height of the blocks - quantitative,1.525443139214093e-308,1.0,1.414791454501669e-308,1.6068072309141617e-308,1.3825413051212077e-308,2.0240599295888005e-308,2.50954135658104e-308,1.5750001984811044e-308,1.274716908113193e-308,1.9530776466479516e-308
59,Whether or not each question involved a physical graph model or a picture (categorical) and the accuracy of the value estimation (quantitative).,0.11362632323619935,0.021974492526094392,0.018667939617374982,0.05605592555901624,0.048083321540061154,0.027725675395077417,0.020830455377676405,0.028859550385486682,0.06039882882338175,0.02441022586255314
60,"wether someone was a researcher or not- categorical

the accuracy of their responses- quantitive (most likely)",1.804313380633714e-308,1.5962704390221573e-308,1.7581818792825095e-308,3.2753795617623297e-308,1.485835657288822e-308,2.448194860037179e-308,1.770686812064791e-308,1.0,1.7055166494860174e-308,2.8925505686921617e-308
61,"categorical variables -- smaller/larger

quantitative -- the actual number assigned to the interpreted size",0.027719212891498205,0.02816303327901404,0.20281706896551882,0.0340350972796237,0.025592609250467958,0.12123488522107623,0.06349559012155792,0.03876209042895292,0.019946817736132463,0.02564302047874492
62,"We examined the color - categorical

shape-categorical 

what number block it was- quantitative

where we thought a certain number would lie on each block- quantitative",0.04755938086017737,0.4789129321456343,0.03746933872980257,0.0496013484742692,0.041846021601346844,0.05454345603879842,0.06096328988005149,0.04620729091324278,0.041013573981517615,0.06001656867226525
63,The number we were choosing for the supposed values could be quantitative data while seeing if the triangle or circle columns matched could be categorical.,1.859156146759987e-308,2.5611449782807045e-308,3.5426351570532024e-308,1.855949621604329e-308,1.617942430964923e-308,3.535642741566525e-308,1.0,1.863277273164836e-308,1.2797438967086597e-308,1.814504230958157e-308
64,"Quantitative- the assumptions made

categorical- was the assumption correct

quantitative- the degree of correctness",0.030654927952577755,0.027924953752960287,0.03237314094905565,0.056816901545476264,0.025604059087924607,0.04481680020166013,0.03179598704482087,0.5680466644118373,0.028458126185540618,0.047299503716433475
65,"physical blocks/digital blocks - qualitative

size of blocks - quantitative",1.5293924707268834e-308,1.0,1.337905899241555e-308,1.613788632623981e-308,1.3651942425723024e-308,1.9474252437610477e-308,2.244904592225784e-308,1.555277589836098e-308,1.2932338461566315e-308,1.8932535596312165e-308
66,Independent variables were examined in this.,2.8149587611877175e-308,1.8616040220945e-308,2.1060767766538876e-308,1.0,1.85627124432105e-308,3.966490385042323e-308,2.1453584116034523e-308,4.1810089305524384e-308,1.897657423729112e-308,1.8718030468556363e-308
67,"Size difference. Quantitative

calculation error. Quantitative",0.030355089044470027,0.03171792950128971,0.17260526129833223,0.03778560617187336,0.028030453289692923,0.12262665105439524,0.06884839917421026,0.044161920250425146,0.022218813271173133,0.029059302596725067
68,"what number you thought the graph was at - quantitative

which graph was larger - categorigcal",5.646778624565234e-308,1.5624971029956087e-308,1.831871547507984e-308,2.12967614402232e-308,1.0,2.2492985301379243e-308,1.903959404006425e-308,1.781150220462106e-308,2.7052426864559724e-308,1.483658612310571e-308
69,"Some of the variables that may have been examined include: whether or not the participant identified which graph was larger (categorical), and how close or far the participant identified the correct numerical difference between the graphs (quantitative).",1.0,1.6641150421327893e-308,1.5066048643449375e-308,3.702167271003187e-308,5.160529527863576e-308,2.198533362859107e-308,1.684595558329881e-308,1.985453051236414e-308,3.6426657577909097e-308,1.6497390654572974e-308
70,ability to interpret the graph and make estimates could be categorical and the number that was inferred could be the quantitative variable.,0.3482633778345481,0.033588801625068505,0.0320184618003266,0.06701704272304967,0.15958589102998016,0.0456981818736379,0.035989377028633224,0.039154974446375765,0.07372431938199182,0.03371541607634347
71,"Which graph was read more accurately on average, which is categorical.",0.11964700713284276,0.03491443297189116,0.04278262527040162,0.051201309168654896,0.5008522192693948,0.052004640334200936,0.04254514261876691,0.043502103296833045,0.06814510651350654,0.03502411531205414
72,The variable that was examined was categorical because they determined whether or not people correctly estimated the range of the 3D and 2D graphs.,0.1901557803255979,0.04641163824988709,0.03770180777638543,0.07617190089164978,0.1231940789037496,0.05374690237628818,0.0433950222099363,0.050769690554424145,0.10379680055361294,0.04427939326342572
73,"Which bar on each bar graph was smaller, and the value of the smaller bar when you are told that the larger bar has a value of 100. Whether a particular bar is smaller is categorical, while the comparative value of the smaller bar is quantitative.",0.2676798134811068,0.034724428673435004,0.04098114567105102,0.051813881462333046,0.14704853104599425,0.05749822876311701,0.04505187021967889,0.03986756017319197,0.04962933336649323,0.032346464210558305
74,The variables were the arrangement of the data bars and the estimated values of the data bars by the students. The first one is categorical and the second one is quantitative.,0.09638536053974825,0.043881573019662695,0.050270056295618766,0.2894953583734605,0.05433360916096116,0.11046372023465345,0.054224173416144085,0.07722832689367906,0.04771951727156857,0.043610854379486856
75,"Independent- the triangles and circles on the model (quantitative) 

Dependent- number of collector identified shapes within the percentage (quantitative) 

control- the models were kept the same",0.04058078388108418,0.023345301358630655,0.01403726252956564,0.026355519526567513,0.03530981890147333,0.0186514346535959,0.01754492159703495,0.019714381499615505,0.05630073955177148,0.02665431191362544
76,I think the variables were which graph portion we tested was bigger than the other (categorical) and the quantitative were the numbers we were guessing. This can also be a categorical variable too because it was either right or wrong. The other quantitative variables were how many correct guesses we had and how many we got wrong.,1.0,1.7155649888236697e-308,1.52963527711745e-308,3.852481349218362e-308,5.535583462714934e-308,2.2705149449223223e-308,1.752397351358724e-308,1.990489988479747e-308,3.4642595998837935e-308,1.7062199352019253e-308
77,"Accuracy of estimate - yes or no would be categorical, percentage would be quantitative

Which bar is taller - categorical",0.029538782605481123,0.026698155223423788,0.2106304724157017,0.031840906819427875,0.028087949144344305,0.08706374074477445,0.05981939643815684,0.03657551232924067,0.02116423208544178,0.026168752571856618
78,"Independent variable: Changing units- categorical

Dependent variable: Comparing of two units, circle and triangle- quantitative

Categorical variable: Age, gender, perception- categorical",2.108818653386425e-308,2.714312611117771e-308,3.9369289848305094e-308,2.163678300920733e-308,1.7844542756338985e-308,5.052496349796194e-308,1.0,2.145042514657966e-308,1.373481707829402e-308,1.8934272001402115e-308
79,how accurate we guessed on the online or in person graphs - i want to say quantative because they are just numbers,0.06438987373584436,0.04975058022852186,0.05646714379259947,0.0966905535687441,0.05619807758050297,0.073166124826052,0.053789940705763685,0.3566143372186227,0.07107098723659921,0.08562867502775047
80,"The variables was whether the triangle or circle bar was taller, this is categorical. The other variable was the prediction made by the people being sampled, this is quantitative.",0.08708454242118538,0.05758424714908957,0.05503136441813372,0.12912854009411623,0.057179907321054095,0.13304986556869142,0.07493281954890274,0.08057151275336713,0.04848665966764989,0.057241861370888186
81,Our personal information and how accurately we could determine dimensions.,0.03078564877806661,0.05139041520396944,0.032957840040890904,0.04391761862172515,0.02677527061027057,0.06320090448410716,0.0463526832965642,0.05785815709708411,0.025410480216528534,0.046326680124581944
82,One variable is what kit the participant was given to use during the survey. This would be a categorical variable. Another variable could be what height each participant said the model/graph was. This would be a quantitative variable as there is a complete range of possible entries. Another variable might be the percentage of questions participants got correct. This would be a quantitative variable. A fourth variable could be if the participants met a set threshold for correct answers. This would be a categorical variable.,0.06399754438004317,0.02441343519791306,0.021760336217232376,0.59219304952761,0.03314544257278527,0.03609948975780884,0.024707124180178282,0.03798229659308512,0.0378925722813657,0.028062962070358192
83,The different sizes of the columns are compared to another bigger one. The variables are quantitive.,2.251305574893826e-308,2.2340544974897974e-308,4.951073223993926e-308,3.631115700975844e-308,1.8440543508220213e-308,1.0,4.4082404612523073e-308,3.2589876681384075e-308,1.5008641151830524e-308,1.787067095976279e-308
84,The smaller and bigger columns and the difference in them. The variables are quantitive because we are looking at the different sizes of the columns which could be changed to amounts of money to be compared.,2.2327297455521527e-308,2.1994249339094094e-308,4.962792267429745e-308,3.672151506535327e-308,1.824872832447782e-308,1.0,4.3432382563871523e-308,3.3009234004409353e-308,1.494652476291395e-308,1.784201450856683e-308
85,"Independent:the type of model (categorical digital 2D, digital 3D, physical model)

Dependent:the accuracy of the guess (quantitative)",0.04045382545833362,0.02370303954996523,0.014132097158310217,0.026540676098258827,0.035197419661731046,0.01880671505093845,0.01771256889347147,0.019824460654448265,0.05519665927879305,0.02692701360871439
86,Which one was high which is categorical and by how much which is quantitative,1.640914246906403e-308,1.517287130976509e-308,1.0,1.947707621258784e-308,1.497529260430575e-308,9.13393637982545e-308,3.7220044220511183e-308,2.0358679457149193e-308,1.1088552134170074e-308,1.348818599554064e-308
87,"The two variables that we examined were which of the two selected bars were smaller, which was a categorical variable, and how big the smaller bar was in relation to the larger bar, which was a quantitative variable.",2.16489837460074e-308,2.035009447779222e-308,8.601695075855293e-308,2.7852914026980553e-308,1.8323176596578306e-308,1.0,5.94090369564902e-308,2.753389710835425e-308,1.3986815429472567e-308,1.7129650185518556e-308
88,"the independent variable was the blocks they were given (categorical)

dependent is what height they guessed and how accurate (Quantitative)",0.0791270105549625,0.29635704790084677,0.04839171640328439,0.0774655120509225,0.06386681105048955,0.07829656632089634,0.07599689356974858,0.06253570776914932,0.05983830954702074,0.07625762612978491
89,The variables examined would have been what percentage the different spaces on the charts represented which is a quantitative variable.,0.09809124214387757,0.04517616946056027,0.05939650811503186,0.09349934587356615,0.06349887690138428,0.13617739930760797,0.06448195004362096,0.06064776643905959,0.04336227065031092,0.03770992145680835
90,"People learn better in 2D graphs than 3D - Categorical 

 

People have a higher chance of getting a question right when they use a 3D graph - Quantitative",0.0667986676919341,0.027689053835373935,0.023111361828156044,0.03206142221867312,0.08633613142934325,0.028840339210124057,0.025245607829954737,0.027637238347398355,0.05701997808167941,0.02678336097845634
91,"There were many variables, but I think that most of them were quantitative, because when we were doing the experiment, it was a lot of guessing with numbers.",0.05531963158906781,0.05038766011464824,0.05109497139940942,0.1830870440916971,0.039237969157765666,0.11856191032667705,0.05852786035794422,0.10556652411819528,0.039052517378504306,0.046753863153904514
92,"graphical encoding types, which are categorical

accuracy of participant estimates which is quantitative

task type or graph type, categorical",0.21747673434366213,0.03169762642067623,0.02730264549291366,0.06418734392406165,0.09209493906383774,0.037836216724156206,0.030795881308137787,0.03810259821030597,0.11921392666638299,0.03465863104472544
93,"Online vs physical (categorical)

data percent perceived (quantitative)",0.05940245291500574,0.04676818353083437,0.05302815602355384,0.0912629144610998,0.051455409471445196,0.06866002581483345,0.05060012177306094,0.39566406823691,0.06470741903744172,0.08221754265681573
94,"The experiment looked at a mix of chart features and participant responses. It compared different chart types—2D digital, 3D digital, and 3D printed—as well as how the bars were arranged (either next to each other or separated), which are both categorical variables. Participants were asked to judge which bar was smaller and estimate the ratio between them, giving quantitative data. The actual ratio and the error in their guess were also measured, both of which are quantitative too. So overall, the study tracked both the kinds of charts used and how accurately people could read the data",3.37440312383838e-308,1.363904015570149e-308,1.1245680855340854e-308,2.3035174611488605e-308,2.715016084321174e-308,1.470582788700319e-308,1.2489294246188417e-308,1.78063895624427e-308,1.0,1.7539340545838037e-308
95,"time- quantitative, shape-categorical, color-categorical",1.6961910961422863e-308,2.2606719634890275e-308,1.395305685941255e-308,2.1134370443334223e-308,1.605274499341817e-308,1.9323416815971e-308,1.8608481090417443e-308,3.0813077124633653e-308,1.8952310031659074e-308,1.0
96,One variable was if the graph was 3D or 2D on the computer which would be quantitative. Another variable would be what color the printed graph was which would also be quantitative.,1.0,1.61892701098314e-308,1.395521947022482e-308,3.5620557694410657e-308,4.730278255517351e-308,2.0022416220469635e-308,1.599820677926916e-308,1.8348537126669177e-308,3.747713861342945e-308,1.647462743297092e-308
