Document,Topic,Name,Representation,KeyBERT,MMR,POS,Representative_Docs,Top_n_words,Probability,Representative_document
The first variable was which peak in the chart was the tallest between the two. This is categorical. The second variable was how big the difference between the two peaks are and this is quantitative.,0,0_variable type_variable examined_type graph_variable categorical,"['variable type', 'variable examined', 'type graph', 'variable categorical', 'categorical variable', 'bar graph', 'graphs categorical', 'graphs', 'computer', 'quantitative variable']","['graphs quantitative', 'graph quantitative', 'quantitative variable', 'bar graphs', 'chart categorical', 'quantitative categorical', 'graphs categorical', 'bar graph', 'graph categorical', 'graph type']","['variable examined', 'type graph', 'variable categorical', 'bar graph', 'graphs categorical', 'quantitative variable', 'test', 'graphs quantitative', 'response variable', 'graph 2d']","['categorical variable', 'graphs', 'computer', 'quantitative variable', 'explanatory', 'graph', 'test', 'incorrect', 'judgement', 'tall']","['Some variables in this experiment may include the quantitative variables of graphs that are interpreted correct or incorrect, \xa0and how long it took each participant in the experiment to interpret the graphs and fill out thee experiment.\xa0\n\nThe categorical variables include, how the information was presented and in what type of statistical graph, if the participant is in stats 218 or not or has any prior knowledge, and the age of the participants.', 'Explanatory variable: Type of graph (i.e., 2D, 3D, or 3D printed); categorical\nResponse variable: Accuracy of participant in estimating bar length; quantitative.', 'One variable examined is the ratio between different bars on a bar graph. This variable is quantitative because the ratios are number values. Another variable is the chart type. This variable is categorical because the three types of graphs are 2D graphs, 3D digital graphs, and 3D printed graphs.']",variable type - variable examined - type graph - variable categorical - categorical variable - bar graph - graphs categorical - graphs - computer - quantitative variable,1.0,False
"2D vs. 3D graphs; categorical 

A number out of 100; quantitative",-1,-1_dependent_groups_vs 3d_models,"['dependent', 'groups', 'vs 3d', 'models', 'height quantitative', 'people', 'independent', 'numerical value', '3d categorical', 'letter']","['graphs categorical', 'graph quantitative', 'quantitative variable', 'graph categorical', 'chart categorical', 'variable quantitative', '3d categorical', 'categorical response', 'types graphs', 'graph type']","['dependent', 'groups', 'vs 3d', 'height quantitative', '3d categorical', 'quantitative participant', 'models categorical', 'variable quantitative', 'categorical response', 'graph quantitative']","['dependent', 'groups', 'models', 'people', 'independent', 'numerical value', 'letter', 'higher', 'subject', 'slider']","['The height of the bar graph - it would be quantitative\xa0\n\nThe participant guesses - would be quantitative variable\xa0\n\nThe graphical presentation - would be categorical variable\xa0\n\nThe participants characteristics - categorical (speaking of age, gender, education level)', 'People learn better in 2D graphs than 3D - Categorical\xa0\n\n\xa0\n\nPeople have a higher chance of getting a question right when they use a 3D graph - Quantitative', 'People learn better in 2D graphs than 3D - Categorical\xa0\n\n\xa0\n\nPeople have a higher chance of getting a question right when they use a 3D graph - Quantitative']",dependent - groups - vs 3d - models - height quantitative - people - independent - numerical value - 3d categorical - letter,0.5984768385489068,False
"How close we were to guessing the percent compared to the other bar. This would be quantitative. Also guessing which bar was bigger, which was categorical.",2,2_quantitative bar_categorical smaller_smaller bar_bar smaller,"['quantitative bar', 'categorical smaller', 'smaller bar', 'bar smaller', 'bars quantitative', 'size bar', 'bar compared', 'quantitative height', 'quantitative size', 'compared larger']","['bar compared', 'bars quantitative', 'categorical bar', 'quantitative bar', 'quantitative categorical', 'bar categorical', 'categorical quantitative', 'comparison quantitative', 'compared quantitative', 'smaller quantitative']","['bars quantitative', 'quantitative height', 'bar categorical', 'height bars', 'larger quantitative', 'taller categorical', 'quantitative difference', 'quantitative quantitative', 'percentage quantitative', 'categorical quantitative']","['smaller bar', 'larger bar', 'percent', 'shorter', 'high', 'figures', 'taller', 'close', '', '']","['Which bar is smaller - categorical\n\nhow much smaller was one bar compared to the other - quantitative', 'Independent variable: which bar was shorter- categorical\n\nDependent variable: how much shorter was the bar compared to the larger bar- quantitative', '* which bar was smaller (categorical)\n\n* by how much smaller was the bar compared to the larger one (quantitative)']",quantitative bar - categorical smaller - smaller bar - bar smaller - bars quantitative - size bar - bar compared - quantitative height - quantitative size - compared larger,1.0,False
"Interpreting 3D graph correctly- categorical

3D compared to 2D- categorical",-1,-1_dependent_groups_vs 3d_models,"['dependent', 'groups', 'vs 3d', 'models', 'height quantitative', 'people', 'independent', 'numerical value', '3d categorical', 'letter']","['graphs categorical', 'graph quantitative', 'quantitative variable', 'graph categorical', 'chart categorical', 'variable quantitative', '3d categorical', 'categorical response', 'types graphs', 'graph type']","['dependent', 'groups', 'vs 3d', 'height quantitative', '3d categorical', 'quantitative participant', 'models categorical', 'variable quantitative', 'categorical response', 'graph quantitative']","['dependent', 'groups', 'models', 'people', 'independent', 'numerical value', 'letter', 'higher', 'subject', 'slider']","['The height of the bar graph - it would be quantitative\xa0\n\nThe participant guesses - would be quantitative variable\xa0\n\nThe graphical presentation - would be categorical variable\xa0\n\nThe participants characteristics - categorical (speaking of age, gender, education level)', 'People learn better in 2D graphs than 3D - Categorical\xa0\n\n\xa0\n\nPeople have a higher chance of getting a question right when they use a 3D graph - Quantitative', 'People learn better in 2D graphs than 3D - Categorical\xa0\n\n\xa0\n\nPeople have a higher chance of getting a question right when they use a 3D graph - Quantitative']",dependent - groups - vs 3d - models - height quantitative - people - independent - numerical value - 3d categorical - letter,0.5984768385489068,False
The variables were the answers of the subjects on which bar as smaller. This can be a categorical variable,5,5_columns_say_examined bar_numbers,"['columns', 'say', 'examined bar', 'numbers', 'determining', 'experiment', 'remember', 'long', 'letter', 'think']","['variables quantitative', 'categorical quantitative', 'variable quantitative', 'categorical variable', 'variables examined', 'compared quantitative', 'qualitative variables', 'number quantitative', 'given quantitative', 'larger quantitative']","['columns', 'examined bar', 'experiment', 'variable quantitative', 'sizes', 'taller categorical', 'compared quantitative', 'height bar', 'variables examined', 'bar compared']","['columns', 'numbers', 'experiment', 'letter', 'second', 'sizes', 'length', 'smaller bar', 'taller', 'close']","['The variables examined were which bar was higher (categorical) and what was the estimated value of that bar compared to another (quantitative).', ""the variables that were examined were which was the larger value and since it wasn't numbers and only letters that is categorical and then the second variable was how much smaller is the smaller variable and that would be quantitative because that was when we were given numbers."", 'The length of the bars, this variable would be quantitative. Which bar the people chose to longer or shorter, this variable would be categorial because they are observing it, but when it asked you to say how much bigger or smaller one bar was from another, that part would be quantitative.']",columns - say - examined bar - numbers - determining - experiment - remember - long - letter - think,1.0,False
More accurate description - categorical,9,9_color categorical_gender categorical_age quantitative_gender,"['color categorical', 'gender categorical', 'age quantitative', 'gender', 'quantitative gender', 'size quantitative', 'quantitative color', 'shape categorical', 'quantitative age', 'categorical categorical']","['categorical shape', 'gender categorical', 'shape categorical', 'categorical categorical', 'color categorical', 'age quantitative', 'correctly categorical', 'quantitative gender', 'categorical bar', 'picture categorical']","['color categorical', 'gender categorical', 'age quantitative', 'quantitative gender', 'shape categorical', 'categorical categorical', 'categorical accuracy', 'picture categorical', 'height categorical', 'categorical correct']","['gender', 'understanding', 'shape', 'range', 'options', 'ratios', 'person', 'correct answer', '', '']","['time- quantitative, shape-categorical, color-categorical', 'Size: Quantitative\n\nColor: Categorical\n\nShape: Categorical', 'time- quantitative, shape-categorical, color-categorical']",color categorical - gender categorical - age quantitative - gender - quantitative gender - size quantitative - quantitative color - shape categorical - quantitative age - categorical categorical,1.0,False
"1) Type of graph (categorical)
2) Student observations (quantitative)
3) Student characteristics (categorical)",4,4_quantitative graph_graph categorical_reading_graph quantitative,"['quantitative graph', 'graph categorical', 'reading', 'graph quantitative', 'graphs quantitative', 'read', 'larger categorical', 'bar graphs', 'quantitative students', 'bar graph']","['graphs quantitative', 'graph quantitative', 'graphs categorical', 'quantitative graph', 'graph categorical', 'bar graphs', 'bar graph', 'graph type', 'digital graphs', 'graph used']","['graphs quantitative', 'larger categorical', 'quantitative students', 'digital categorical', 'different types', 'categorical students', 'categorical bar', 'categorical percentage', 'quantitative size', 'graphs categorical']","['reading', 'graphs', 'different types', 'percentages', 'individual', 'types', 'graph', 'ability', 'digital', 'greater']","['What percentage of a bar compared to another in the physical/digital graphs - Quantitative\n\nWhether the graph/bar is physical/digital - categorical.', 'Students ability to understand graphs - Categorical\n\nStudents ability to identify the matching picture of the graph - Categorical', 'The different types of graphs, being physical, 2d, or 3d- quantitative\xa0\n\nThe size of the bar in question- quantitative\n\nIf it was either a circle or triangle bar- categorical']",quantitative graph - graph categorical - reading - graph quantitative - graphs quantitative - read - larger categorical - bar graphs - quantitative students - bar graph,0.2830451289458076,False
"the categorical variables were: type of chart (2D, 3D Digital, 3D printed), determining which bar was smaller, and whether it was adjacent or separated. 

the quantitative variable was the number we put (on the slider) on the difference between the smaller and larger bar",0,0_variable type_variable examined_type graph_variable categorical,"['variable type', 'variable examined', 'type graph', 'variable categorical', 'categorical variable', 'bar graph', 'graphs categorical', 'graphs', 'computer', 'quantitative variable']","['graphs quantitative', 'graph quantitative', 'quantitative variable', 'bar graphs', 'chart categorical', 'quantitative categorical', 'graphs categorical', 'bar graph', 'graph categorical', 'graph type']","['variable examined', 'type graph', 'variable categorical', 'bar graph', 'graphs categorical', 'quantitative variable', 'test', 'graphs quantitative', 'response variable', 'graph 2d']","['categorical variable', 'graphs', 'computer', 'quantitative variable', 'explanatory', 'graph', 'test', 'incorrect', 'judgement', 'tall']","['Some variables in this experiment may include the quantitative variables of graphs that are interpreted correct or incorrect, \xa0and how long it took each participant in the experiment to interpret the graphs and fill out thee experiment.\xa0\n\nThe categorical variables include, how the information was presented and in what type of statistical graph, if the participant is in stats 218 or not or has any prior knowledge, and the age of the participants.', 'Explanatory variable: Type of graph (i.e., 2D, 3D, or 3D printed); categorical\nResponse variable: Accuracy of participant in estimating bar length; quantitative.', 'One variable examined is the ratio between different bars on a bar graph. This variable is quantitative because the ratios are number values. Another variable is the chart type. This variable is categorical because the three types of graphs are 2D graphs, 3D digital graphs, and 3D printed graphs.']",variable type - variable examined - type graph - variable categorical - categorical variable - bar graph - graphs categorical - graphs - computer - quantitative variable,0.33316572368548747,False
"The bar graphs, percentages were quantitative.",-1,-1_dependent_groups_vs 3d_models,"['dependent', 'groups', 'vs 3d', 'models', 'height quantitative', 'people', 'independent', 'numerical value', '3d categorical', 'letter']","['graphs categorical', 'graph quantitative', 'quantitative variable', 'graph categorical', 'chart categorical', 'variable quantitative', '3d categorical', 'categorical response', 'types graphs', 'graph type']","['dependent', 'groups', 'vs 3d', 'height quantitative', '3d categorical', 'quantitative participant', 'models categorical', 'variable quantitative', 'categorical response', 'graph quantitative']","['dependent', 'groups', 'models', 'people', 'independent', 'numerical value', 'letter', 'higher', 'subject', 'slider']","['The height of the bar graph - it would be quantitative\xa0\n\nThe participant guesses - would be quantitative variable\xa0\n\nThe graphical presentation - would be categorical variable\xa0\n\nThe participants characteristics - categorical (speaking of age, gender, education level)', 'People learn better in 2D graphs than 3D - Categorical\xa0\n\n\xa0\n\nPeople have a higher chance of getting a question right when they use a 3D graph - Quantitative', 'People learn better in 2D graphs than 3D - Categorical\xa0\n\n\xa0\n\nPeople have a higher chance of getting a question right when they use a 3D graph - Quantitative']",dependent - groups - vs 3d - models - height quantitative - people - independent - numerical value - 3d categorical - letter,0.2979585496081719,False
The variables that are examined are the blocks and the numbers which are all categorical.,1,1_shape_person_categorical size_picked,"['shape', 'person', 'categorical size', 'picked', 'taller shorter', 'explanatory', 'taller', 'independent variable', 'response variable', 'categorical dependent']","['height categorical', 'quantitative variable', 'height quantitative', 'categorical height', 'quantitative taller', 'examined quantitative', 'response quantitative', 'compared quantitative', 'quantitative response', 'shape categorical']","['categorical size', 'taller shorter', 'independent variable', 'response variable', 'categorical dependent', 'height quantitative', 'categorical students', 'shape categorical', 'larger quantitative', 'model']","['shape', 'person', 'explanatory', 'taller', 'independent variable', 'shapes', 'level', 'figures', 'things', 'model']","['The time it takes to identify the taller one and the methods by which one identifies the taller one such as how they choose how much taller/shorter the block is. This would be quantitative.\xa0\n\nWhether students choose the right or left block as the taller one is categorical.\xa0\n\nThe number in which students measured the difference in height of the blocks would be quantitative.', 'The explanatory variable was the person doing the experiment. The results changed every time a new person was doing it.\n\n\xa0The response variable was the color of the shape picked. The color picked was impacted by the person conducting the experiment.', 'Independent Variable:\n\nThe type of model (2D rectangle or 3D rectangular prism) – categorical.\n\nDependent Variables:\n\nPerceived height of the shorter model in comparison to the taller model set at 100 – quantitative.\n\nError margin in estimation (difference between actual and estimated height) – quantitative.\n\nShape complexity (2D or 3D) – categorical.']",shape - person - categorical size - picked - taller shorter - explanatory - taller - independent variable - response variable - categorical dependent,0.46770715816196484,False
